Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -250
	Action Type: Simple Action

Episode: 1/400, rounds: 91, epsilon: 1.0, score: -25.63, reward: -100, elapsed time: 0:00:00
Episode: 2/400, rounds: 86, epsilon: 0.99, score: -281.5, reward: -100, elapsed time: 0:00:02
Episode: 3/400, rounds: 63, epsilon: 0.9801, score: -628.5, reward: -100, elapsed time: 0:00:04
Episode: 4/400, rounds: 75, epsilon: 0.9703, score: -336.5, reward: -100, elapsed time: 0:00:07
Episode: 5/400, rounds: 76, epsilon: 0.9606, score: -32.48, reward: -100, elapsed time: 0:00:09
Episode: 6/400, rounds: 74, epsilon: 0.951, score: -398.2, reward: -100, elapsed time: 0:00:12
Episode: 7/400, rounds: 68, epsilon: 0.9415, score: -358.1, reward: -100, elapsed time: 0:00:14
Episode: 8/400, rounds: 55, epsilon: 0.9321, score: -197.8, reward: -100, elapsed time: 0:00:16
Episode: 9/400, rounds: 68, epsilon: 0.9227, score: -392.3, reward: -100, elapsed time: 0:00:19
Episode: 10/400, rounds: 144, epsilon: 0.9135, score: -66.21, reward: -100, elapsed time: 0:00:23
Episode: 11/400, rounds: 224, epsilon: 0.9044, score: -385.9, reward: -100, elapsed time: 0:00:30
Episode: 12/400, rounds: 65, epsilon: 0.8953, score: -266.0, reward: -100, elapsed time: 0:00:32
Episode: 13/400, rounds: 313, epsilon: 0.8864, score: -366.4, reward: -100, elapsed time: 0:00:41
Episode: 14/400, rounds: 170, epsilon: 0.8775, score: -338.8, reward: -100, elapsed time: 0:00:46
Episode: 15/400, rounds: 126, epsilon: 0.8687, score: -217.1, reward: -100, elapsed time: 0:00:50
Episode: 16/400, rounds: 111, epsilon: 0.8601, score: -298.1, reward: -100, elapsed time: 0:00:54
Episode: 17/400, rounds: 184, epsilon: 0.8515, score: -28.04, reward: -100, elapsed time: 0:00:59
Episode: 18/400, rounds: 150, epsilon: 0.8429, score: -47.04, reward: -100, elapsed time: 0:01:04
Episode: 19/400, rounds: 67, epsilon: 0.8345, score: -228.5, reward: -100, elapsed time: 0:01:07
Episode: 20/400, rounds: 116, epsilon: 0.8262, score: -331.1, reward: -100, elapsed time: 0:01:10
Episode: 21/400, rounds: 224, epsilon: 0.8179, score: -172.3, reward: -100, elapsed time: 0:01:17
Episode: 22/400, rounds: 117, epsilon: 0.8097, score: -138.4, reward: -100, elapsed time: 0:01:21
Episode: 23/400, rounds: 770, epsilon: 0.8016, score: -439.7, reward: -100, elapsed time: 0:01:43
Episode: 24/400, rounds: 291, epsilon: 0.7936, score: -103.0, reward: -100, elapsed time: 0:01:53
Episode: 25/400, rounds: 320, epsilon: 0.7857, score: -284.5, reward: -100, elapsed time: 0:02:02
Episode: 26/400, rounds: 77, epsilon: 0.7778, score: -27.49, reward: -100, elapsed time: 0:02:05
Episode: 27/400, rounds: 578, epsilon: 0.77, score: -60.41, reward: -100, elapsed time: 0:02:22
Episode: 28/400, rounds: 313, epsilon: 0.7623, score: -95.67, reward: -100, elapsed time: 0:02:32
Episode: 29/400, rounds: 185, epsilon: 0.7547, score: -18.88, reward: -100, elapsed time: 0:02:37
Episode: 30/400, rounds: 235, epsilon: 0.7472, score: 2.33, reward: -100, elapsed time: 0:02:45
Episode: 31/400, rounds: 382, epsilon: 0.7397, score: 254.6, reward: 100, elapsed time: 0:02:56
Episode: 32/400, rounds: 133, epsilon: 0.7323, score: 1.542, reward: -100, elapsed time: 0:03:01
Episode: 33/400, rounds: 114, epsilon: 0.725, score: -80.33, reward: -100, elapsed time: 0:03:04
Episode: 34/400, rounds: 177, epsilon: 0.7177, score: 13.96, reward: -100, elapsed time: 0:03:10
Episode: 35/400, rounds: 160, epsilon: 0.7106, score: -51.7, reward: -100, elapsed time: 0:03:15
Episode: 36/400, rounds: 679, epsilon: 0.7034, score: -19.53, reward: -100, elapsed time: 0:03:36
Episode: 37/400, rounds: 311, epsilon: 0.6964, score: -43.58, reward: -100, elapsed time: 0:03:45
Episode: 38/400, rounds: 999, epsilon: 0.6894, score: 99.37, reward: 0.03616635638451671, elapsed time: 0:04:17
Episode: 39/400, rounds: 158, epsilon: 0.6826, score: 10.77, reward: -100, elapsed time: 0:04:22
Episode: 40/400, rounds: 189, epsilon: 0.6757, score: -29.56, reward: -100, elapsed time: 0:04:28
Episode: 41/400, rounds: 88, epsilon: 0.669, score: -52.2, reward: -100, elapsed time: 0:04:32
Episode: 42/400, rounds: 342, epsilon: 0.6623, score: -23.67, reward: -100, elapsed time: 0:04:43
Episode: 43/400, rounds: 91, epsilon: 0.6557, score: -45.69, reward: -100, elapsed time: 0:04:47
Episode: 44/400, rounds: 607, epsilon: 0.6491, score: 199.5, reward: 100, elapsed time: 0:05:06
Episode: 45/400, rounds: 70, epsilon: 0.6426, score: -20.23, reward: -100, elapsed time: 0:05:09
Episode: 46/400, rounds: 314, epsilon: 0.6362, score: -78.44, reward: -100, elapsed time: 0:05:19
Episode: 47/400, rounds: 249, epsilon: 0.6298, score: 11.05, reward: -100, elapsed time: 0:05:27
Episode: 48/400, rounds: 145, epsilon: 0.6235, score: -48.47, reward: -100, elapsed time: 0:05:32
Episode: 49/400, rounds: 787, epsilon: 0.6173, score: 186.6, reward: 100, elapsed time: 0:05:57
Episode: 50/400, rounds: 116, epsilon: 0.6111, score: 38.58, reward: -100, elapsed time: 0:06:02
Episode: 51/400, rounds: 261, epsilon: 0.605, score: -6.909, reward: -100, elapsed time: 0:06:11
Episode: 52/400, rounds: 85, epsilon: 0.599, score: -48.41, reward: -100, elapsed time: 0:06:15
Episode: 53/400, rounds: 91, epsilon: 0.593, score: -41.41, reward: -100, elapsed time: 0:06:18
Episode: 54/400, rounds: 835, epsilon: 0.587, score: 247.1, reward: 100, elapsed time: 0:06:45
Episode: 55/400, rounds: 265, epsilon: 0.5812, score: -31.32, reward: -100, elapsed time: 0:06:55
Episode: 56/400, rounds: 999, epsilon: 0.5754, score: 103.4, reward: 0.4375708517304311, elapsed time: 0:07:28
Episode: 57/400, rounds: 999, epsilon: 0.5696, score: 107.9, reward: -3.2547080672886457, elapsed time: 0:08:01
Episode: 58/400, rounds: 187, epsilon: 0.5639, score: 17.61, reward: -100, elapsed time: 0:08:08
Episode: 59/400, rounds: 106, epsilon: 0.5583, score: -53.12, reward: -100, elapsed time: 0:08:13
Episode: 60/400, rounds: 69, epsilon: 0.5527, score: -32.61, reward: -100, elapsed time: 0:08:16
Episode: 61/400, rounds: 999, epsilon: 0.5472, score: 115.3, reward: -0.49373106656283094, elapsed time: 0:08:51
Episode: 62/400, rounds: 92, epsilon: 0.5417, score: -82.83, reward: -100, elapsed time: 0:08:55
Episode: 63/400, rounds: 62, epsilon: 0.5363, score: -143.9, reward: -100, elapsed time: 0:08:58
Episode: 64/400, rounds: 80, epsilon: 0.5309, score: -74.55, reward: -100, elapsed time: 0:09:01
Episode: 65/400, rounds: 397, epsilon: 0.5256, score: -63.79, reward: -100, elapsed time: 0:09:15
Episode: 66/400, rounds: 87, epsilon: 0.5203, score: 47.98, reward: -100, elapsed time: 0:09:19
Episode: 67/400, rounds: 76, epsilon: 0.5151, score: -55.75, reward: -100, elapsed time: 0:09:22
Episode: 68/400, rounds: 584, epsilon: 0.51, score: 226.8, reward: 100, elapsed time: 0:09:44
Episode: 69/400, rounds: 999, epsilon: 0.5049, score: 13.65, reward: -0.6948605047071086, elapsed time: 0:10:21
Episode: 70/400, rounds: 115, epsilon: 0.4998, score: 15.63, reward: -100, elapsed time: 0:10:25
Episode: 71/400, rounds: 149, epsilon: 0.4948, score: -37.96, reward: -100, elapsed time: 0:10:31
Episode: 72/400, rounds: 999, epsilon: 0.4899, score: 122.2, reward: -0.7053240177155675, elapsed time: 0:11:08
Episode: 73/400, rounds: 702, epsilon: 0.485, score: 219.8, reward: 100, elapsed time: 0:11:33
Episode: 74/400, rounds: 708, epsilon: 0.4801, score: 223.6, reward: 100, elapsed time: 0:11:59
Episode: 75/400, rounds: 173, epsilon: 0.4753, score: 9.086, reward: -100, elapsed time: 0:12:06
Episode: 76/400, rounds: 72, epsilon: 0.4706, score: -95.77, reward: -100, elapsed time: 0:12:09
Episode: 77/400, rounds: 388, epsilon: 0.4659, score: 216.1, reward: 100, elapsed time: 0:12:23
