Agent info:
	Batch size: 64
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 90, epsilon: 1.0, score: -153.6, reward: -100, elapsed time: 0:00:01
Episode: 2/400, rounds: 77, epsilon: 0.99, score: -130.2, reward: -100, elapsed time: 0:00:04
Episode: 3/400, rounds: 56, epsilon: 0.9801, score: -465.1, reward: -100, elapsed time: 0:00:06
Episode: 4/400, rounds: 73, epsilon: 0.9703, score: -359.5, reward: -100, elapsed time: 0:00:08
Episode: 5/400, rounds: 74, epsilon: 0.9606, score: -542.6, reward: -100, elapsed time: 0:00:10
Episode: 6/400, rounds: 82, epsilon: 0.951, score: -324.5, reward: -100, elapsed time: 0:00:13
Episode: 7/400, rounds: 107, epsilon: 0.9415, score: -584.8, reward: -100, elapsed time: 0:00:16
Episode: 8/400, rounds: 125, epsilon: 0.9321, score: -649.9, reward: -100, elapsed time: 0:00:19
Episode: 9/400, rounds: 57, epsilon: 0.9227, score: -314.6, reward: -100, elapsed time: 0:00:21
Episode: 10/400, rounds: 60, epsilon: 0.9135, score: -79.74, reward: -100, elapsed time: 0:00:23
Episode: 11/400, rounds: 83, epsilon: 0.9044, score: -337.9, reward: -100, elapsed time: 0:00:26
Episode: 12/400, rounds: 52, epsilon: 0.8953, score: -120.4, reward: -100, elapsed time: 0:00:28
Episode: 13/400, rounds: 58, epsilon: 0.8864, score: -146.1, reward: -100, elapsed time: 0:00:30
Episode: 14/400, rounds: 60, epsilon: 0.8775, score: -157.6, reward: -100, elapsed time: 0:00:32
Episode: 15/400, rounds: 88, epsilon: 0.8687, score: -169.6, reward: -100, elapsed time: 0:00:35
Episode: 16/400, rounds: 111, epsilon: 0.8601, score: -152.6, reward: -100, elapsed time: 0:00:38
Episode: 17/400, rounds: 76, epsilon: 0.8515, score: -347.5, reward: -100, elapsed time: 0:00:41
Episode: 18/400, rounds: 64, epsilon: 0.8429, score: -291.1, reward: -100, elapsed time: 0:00:43
Episode: 19/400, rounds: 183, epsilon: 0.8345, score: -360.6, reward: -100, elapsed time: 0:00:48
Episode: 20/400, rounds: 90, epsilon: 0.8262, score: -100.6, reward: -100, elapsed time: 0:00:51
Episode: 21/400, rounds: 84, epsilon: 0.8179, score: -114.9, reward: -100, elapsed time: 0:00:53
Episode: 22/400, rounds: 129, epsilon: 0.8097, score: -439.1, reward: -100, elapsed time: 0:00:57
Episode: 23/400, rounds: 158, epsilon: 0.8016, score: -98.53, reward: -100, elapsed time: 0:01:01
Episode: 24/400, rounds: 218, epsilon: 0.7936, score: -124.8, reward: -100, elapsed time: 0:01:07
Episode: 25/400, rounds: 172, epsilon: 0.7857, score: -40.76, reward: -100, elapsed time: 0:01:12
Episode: 26/400, rounds: 395, epsilon: 0.7778, score: -188.8, reward: -100, elapsed time: 0:01:23
Episode: 27/400, rounds: 267, epsilon: 0.77, score: -156.2, reward: -100, elapsed time: 0:01:30
Episode: 28/400, rounds: 250, epsilon: 0.7623, score: -55.76, reward: -100, elapsed time: 0:01:37
Episode: 29/400, rounds: 196, epsilon: 0.7547, score: -73.73, reward: -100, elapsed time: 0:01:43
Episode: 30/400, rounds: 125, epsilon: 0.7472, score: -302.4, reward: -100, elapsed time: 0:01:47
Episode: 31/400, rounds: 190, epsilon: 0.7397, score: -248.2, reward: -100, elapsed time: 0:01:53
