Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Success Margin: -150
	Action Type: Complex Action
	Target model: False

Episode: 1/400, rounds: 499, epsilon: 1.0, score: -500.0, reward: -1.0, elapsed time: 0:00:09
Episode: 2/400, rounds: 499, epsilon: 0.99, score: -500.0, reward: -1.0, elapsed time: 0:00:21
Episode: 3/400, rounds: 499, epsilon: 0.9801, score: -500.0, reward: -1.0, elapsed time: 0:00:33
Episode: 4/400, rounds: 499, epsilon: 0.9703, score: -500.0, reward: -1.0, elapsed time: 0:00:45
Episode: 5/400, rounds: 499, epsilon: 0.9606, score: -500.0, reward: -1.0, elapsed time: 0:00:57
Episode: 6/400, rounds: 499, epsilon: 0.951, score: -500.0, reward: -1.0, elapsed time: 0:01:10
Episode: 7/400, rounds: 499, epsilon: 0.9415, score: -500.0, reward: -1.0, elapsed time: 0:01:22
Episode: 8/400, rounds: 499, epsilon: 0.9321, score: -500.0, reward: -1.0, elapsed time: 0:01:35
Episode: 9/400, rounds: 499, epsilon: 0.9227, score: -500.0, reward: -1.0, elapsed time: 0:01:48
Episode: 10/400, rounds: 499, epsilon: 0.9135, score: -500.0, reward: -1.0, elapsed time: 0:02:00
Episode: 11/400, rounds: 499, epsilon: 0.9044, score: -500.0, reward: -1.0, elapsed time: 0:02:13
Episode: 12/400, rounds: 499, epsilon: 0.8953, score: -500.0, reward: -1.0, elapsed time: 0:02:26
Episode: 13/400, rounds: 499, epsilon: 0.8864, score: -500.0, reward: -1.0, elapsed time: 0:02:39
Episode: 14/400, rounds: 372, epsilon: 0.8775, score: -372.0, reward: 0.0, elapsed time: 0:02:49
Episode: 15/400, rounds: 499, epsilon: 0.8687, score: -500.0, reward: -1.0, elapsed time: 0:03:02
Episode: 16/400, rounds: 438, epsilon: 0.8601, score: -438.0, reward: 0.0, elapsed time: 0:03:14
Episode: 17/400, rounds: 323, epsilon: 0.8515, score: -323.0, reward: 0.0, elapsed time: 0:03:22
Episode: 18/400, rounds: 499, epsilon: 0.8429, score: -500.0, reward: -1.0, elapsed time: 0:03:36
Episode: 19/400, rounds: 499, epsilon: 0.8345, score: -500.0, reward: -1.0, elapsed time: 0:03:49
Episode: 20/400, rounds: 499, epsilon: 0.8262, score: -500.0, reward: -1.0, elapsed time: 0:04:03
Episode: 21/400, rounds: 499, epsilon: 0.8179, score: -500.0, reward: -1.0, elapsed time: 0:04:16
Episode: 22/400, rounds: 227, epsilon: 0.8097, score: -227.0, reward: 0.0, elapsed time: 0:04:23
Episode: 23/400, rounds: 291, epsilon: 0.8016, score: -291.0, reward: 0.0, elapsed time: 0:04:31
Episode: 24/400, rounds: 263, epsilon: 0.7936, score: -263.0, reward: 0.0, elapsed time: 0:04:38
Episode: 25/400, rounds: 236, epsilon: 0.7857, score: -236.0, reward: 0.0, elapsed time: 0:04:45
