Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 58, epsilon: 1.0, score: -106.9, reward: -100, elapsed time: 0:00:00
Episode: 2/400, rounds: 65, epsilon: 0.99, score: -151.4, reward: -100, elapsed time: 0:00:00
Episode: 3/400, rounds: 54, epsilon: 0.9801, score: -112.8, reward: -100, elapsed time: 0:00:02
Episode: 4/400, rounds: 88, epsilon: 0.9703, score: -296.7, reward: -100, elapsed time: 0:00:04
Episode: 5/400, rounds: 86, epsilon: 0.9606, score: -571.5, reward: -100, elapsed time: 0:00:07
Episode: 6/400, rounds: 127, epsilon: 0.951, score: -214.0, reward: -100, elapsed time: 0:00:11
Episode: 7/400, rounds: 167, epsilon: 0.9415, score: -332.9, reward: -100, elapsed time: 0:00:15
Episode: 8/400, rounds: 51, epsilon: 0.9321, score: -198.0, reward: -100, elapsed time: 0:00:17
Episode: 9/400, rounds: 55, epsilon: 0.9227, score: -155.3, reward: -100, elapsed time: 0:00:20
Episode: 10/400, rounds: 93, epsilon: 0.9135, score: -297.8, reward: -100, elapsed time: 0:00:23
Episode: 11/400, rounds: 64, epsilon: 0.9044, score: -139.7, reward: -100, elapsed time: 0:00:25
Episode: 12/400, rounds: 99, epsilon: 0.8953, score: -101.2, reward: -100, elapsed time: 0:00:28
Episode: 13/400, rounds: 107, epsilon: 0.8864, score: -737.0, reward: -100, elapsed time: 0:00:31
Episode: 14/400, rounds: 189, epsilon: 0.8775, score: -50.53, reward: -100, elapsed time: 0:00:36
Episode: 15/400, rounds: 101, epsilon: 0.8687, score: -126.0, reward: -100, elapsed time: 0:00:40
Episode: 16/400, rounds: 119, epsilon: 0.8601, score: -119.3, reward: -100, elapsed time: 0:00:43
Episode: 17/400, rounds: 106, epsilon: 0.8515, score: -179.6, reward: -100, elapsed time: 0:00:47
Episode: 18/400, rounds: 120, epsilon: 0.8429, score: -162.3, reward: -100, elapsed time: 0:00:50
Episode: 19/400, rounds: 119, epsilon: 0.8345, score: -124.6, reward: -100, elapsed time: 0:00:54
Episode: 20/400, rounds: 119, epsilon: 0.8262, score: -753.1, reward: -100, elapsed time: 0:00:58
Episode: 21/400, rounds: 126, epsilon: 0.8179, score: -120.3, reward: -100, elapsed time: 0:01:02
Episode: 22/400, rounds: 98, epsilon: 0.8097, score: -291.5, reward: -100, elapsed time: 0:01:05
Episode: 23/400, rounds: 105, epsilon: 0.8016, score: 45.02, reward: -100, elapsed time: 0:01:09
Episode: 24/400, rounds: 73, epsilon: 0.7936, score: -148.6, reward: -100, elapsed time: 0:01:11
Episode: 25/400, rounds: 102, epsilon: 0.7857, score: -630.8, reward: -100, elapsed time: 0:01:15
Episode: 26/400, rounds: 115, epsilon: 0.7778, score: -378.2, reward: -100, elapsed time: 0:01:19
Episode: 27/400, rounds: 76, epsilon: 0.77, score: -450.3, reward: -100, elapsed time: 0:01:21
Episode: 28/400, rounds: 114, epsilon: 0.7623, score: -245.8, reward: -100, elapsed time: 0:01:25
Episode: 29/400, rounds: 157, epsilon: 0.7547, score: -442.7, reward: -100, elapsed time: 0:01:30
Episode: 30/400, rounds: 97, epsilon: 0.7472, score: -305.8, reward: -100, elapsed time: 0:01:33
Episode: 31/400, rounds: 64, epsilon: 0.7397, score: -216.6, reward: -100, elapsed time: 0:01:35
Episode: 32/400, rounds: 105, epsilon: 0.7323, score: -158.8, reward: -100, elapsed time: 0:01:39
Episode: 33/400, rounds: 301, epsilon: 0.725, score: -440.3, reward: -100, elapsed time: 0:01:47
Episode: 34/400, rounds: 150, epsilon: 0.7177, score: -208.6, reward: -100, elapsed time: 0:01:52
Episode: 35/400, rounds: 405, epsilon: 0.7106, score: -298.3, reward: -100, elapsed time: 0:02:04
Episode: 36/400, rounds: 221, epsilon: 0.7034, score: -453.1, reward: -100, elapsed time: 0:02:11
Episode: 37/400, rounds: 136, epsilon: 0.6964, score: -180.3, reward: -100, elapsed time: 0:02:15
Episode: 38/400, rounds: 155, epsilon: 0.6894, score: -132.0, reward: -100, elapsed time: 0:02:20
Episode: 39/400, rounds: 253, epsilon: 0.6826, score: -96.95, reward: -100, elapsed time: 0:02:28
Episode: 40/400, rounds: 95, epsilon: 0.6757, score: -102.2, reward: -100, elapsed time: 0:02:32
Episode: 41/400, rounds: 365, epsilon: 0.669, score: -143.4, reward: -100, elapsed time: 0:02:43
Episode: 42/400, rounds: 140, epsilon: 0.6623, score: -55.0, reward: -100, elapsed time: 0:02:48
Episode: 43/400, rounds: 568, epsilon: 0.6557, score: -212.2, reward: -100, elapsed time: 0:03:05
Episode: 44/400, rounds: 277, epsilon: 0.6491, score: -312.7, reward: -100, elapsed time: 0:03:14
Episode: 45/400, rounds: 614, epsilon: 0.6426, score: -236.4, reward: -100, elapsed time: 0:03:32
Episode: 46/400, rounds: 338, epsilon: 0.6362, score: -169.1, reward: -100, elapsed time: 0:03:43
Episode: 47/400, rounds: 512, epsilon: 0.6298, score: -134.9, reward: -100, elapsed time: 0:03:58
Episode: 48/400, rounds: 999, epsilon: 0.6235, score: -70.9, reward: -2.088339783522005, elapsed time: 0:04:28
Episode: 49/400, rounds: 625, epsilon: 0.6173, score: -290.2, reward: -100, elapsed time: 0:04:48
Episode: 50/400, rounds: 999, epsilon: 0.6111, score: -73.75, reward: 2.8745533510394607, elapsed time: 0:05:18
Episode: 51/400, rounds: 253, epsilon: 0.605, score: 9.385, reward: -100, elapsed time: 0:05:26
Episode: 52/400, rounds: 280, epsilon: 0.599, score: -400.4, reward: -100, elapsed time: 0:05:35
Episode: 53/400, rounds: 248, epsilon: 0.593, score: -93.8, reward: -100, elapsed time: 0:05:43
Episode: 54/400, rounds: 999, epsilon: 0.587, score: -42.83, reward: 0.9198958360108065, elapsed time: 0:06:16
Episode: 55/400, rounds: 999, epsilon: 0.5812, score: -45.2, reward: -0.1534127954284898, elapsed time: 0:06:48
Episode: 56/400, rounds: 999, epsilon: 0.5754, score: -72.42, reward: 2.629073201142603, elapsed time: 0:07:20
Episode: 57/400, rounds: 999, epsilon: 0.5696, score: -44.02, reward: -1.4899880651668014, elapsed time: 0:07:52
Episode: 58/400, rounds: 420, epsilon: 0.5639, score: -184.8, reward: -100, elapsed time: 0:08:06
