Agent info:
	Batch size: 64
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 93, epsilon: 1.0, score: -184.9, reward: -100, elapsed time: 0:00:02
Episode: 2/400, rounds: 63, epsilon: 0.99, score: -128.7, reward: -100, elapsed time: 0:00:04
Episode: 3/400, rounds: 51, epsilon: 0.9801, score: -141.0, reward: -100, elapsed time: 0:00:05
Episode: 4/400, rounds: 125, epsilon: 0.9703, score: -422.0, reward: -100, elapsed time: 0:00:09
Episode: 5/400, rounds: 88, epsilon: 0.9606, score: -731.6, reward: -100, elapsed time: 0:00:11
Episode: 6/400, rounds: 87, epsilon: 0.951, score: -134.8, reward: -100, elapsed time: 0:00:14
Episode: 7/400, rounds: 97, epsilon: 0.9415, score: -246.4, reward: -100, elapsed time: 0:00:17
Episode: 8/400, rounds: 89, epsilon: 0.9321, score: -679.4, reward: -100, elapsed time: 0:00:19
Episode: 9/400, rounds: 97, epsilon: 0.9227, score: -340.8, reward: -100, elapsed time: 0:00:22
Episode: 10/400, rounds: 70, epsilon: 0.9135, score: -304.5, reward: -100, elapsed time: 0:00:24
Episode: 11/400, rounds: 62, epsilon: 0.9044, score: -137.0, reward: -100, elapsed time: 0:00:27
Episode: 12/400, rounds: 67, epsilon: 0.8953, score: -82.18, reward: -100, elapsed time: 0:00:29
Episode: 13/400, rounds: 95, epsilon: 0.8864, score: -153.7, reward: -100, elapsed time: 0:00:32
Episode: 14/400, rounds: 62, epsilon: 0.8775, score: -138.5, reward: -100, elapsed time: 0:00:34
Episode: 15/400, rounds: 96, epsilon: 0.8687, score: -483.9, reward: -100, elapsed time: 0:00:37
Episode: 16/400, rounds: 77, epsilon: 0.8601, score: -248.8, reward: -100, elapsed time: 0:00:39
Episode: 17/400, rounds: 80, epsilon: 0.8515, score: -246.7, reward: -100, elapsed time: 0:00:42
Episode: 18/400, rounds: 97, epsilon: 0.8429, score: -105.6, reward: -100, elapsed time: 0:00:45
Episode: 19/400, rounds: 166, epsilon: 0.8345, score: -208.1, reward: -100, elapsed time: 0:00:50
Episode: 20/400, rounds: 130, epsilon: 0.8262, score: -15.35, reward: -100, elapsed time: 0:00:54
Episode: 21/400, rounds: 121, epsilon: 0.8179, score: -66.76, reward: -100, elapsed time: 0:00:57
Episode: 22/400, rounds: 81, epsilon: 0.8097, score: -53.33, reward: -100, elapsed time: 0:01:00
Episode: 23/400, rounds: 114, epsilon: 0.8016, score: -104.2, reward: -100, elapsed time: 0:01:03
Episode: 24/400, rounds: 245, epsilon: 0.7936, score: -20.24, reward: -100, elapsed time: 0:01:10
Episode: 25/400, rounds: 490, epsilon: 0.7857, score: -144.8, reward: -100, elapsed time: 0:01:23
Episode: 26/400, rounds: 411, epsilon: 0.7778, score: -70.46, reward: -100, elapsed time: 0:01:34
Episode: 27/400, rounds: 118, epsilon: 0.77, score: -36.13, reward: -100, elapsed time: 0:01:38
Episode: 28/400, rounds: 260, epsilon: 0.7623, score: -0.3699, reward: -100, elapsed time: 0:01:45
Episode: 29/400, rounds: 325, epsilon: 0.7547, score: -285.9, reward: -100, elapsed time: 0:01:54
Episode: 30/400, rounds: 346, epsilon: 0.7472, score: -250.7, reward: -100, elapsed time: 0:02:03
Episode: 31/400, rounds: 280, epsilon: 0.7397, score: -226.5, reward: -100, elapsed time: 0:02:11
Episode: 32/400, rounds: 472, epsilon: 0.7323, score: -238.3, reward: -100, elapsed time: 0:02:24
Episode: 33/400, rounds: 795, epsilon: 0.725, score: -229.2, reward: -100, elapsed time: 0:02:46
Episode: 34/400, rounds: 999, epsilon: 0.7177, score: -118.9, reward: 1.8378468186728127, elapsed time: 0:03:13
Episode: 35/400, rounds: 999, epsilon: 0.7106, score: -87.62, reward: -2.810588426113297, elapsed time: 0:03:41
Episode: 36/400, rounds: 640, epsilon: 0.7034, score: -96.58, reward: -100, elapsed time: 0:03:59
Episode: 37/400, rounds: 387, epsilon: 0.6964, score: -197.2, reward: -100, elapsed time: 0:04:10
Episode: 38/400, rounds: 821, epsilon: 0.6894, score: -274.2, reward: -100, elapsed time: 0:04:33
Episode: 39/400, rounds: 436, epsilon: 0.6826, score: -77.6, reward: -100, elapsed time: 0:04:45
Episode: 40/400, rounds: 999, epsilon: 0.6757, score: -80.47, reward: -0.29721712106111225, elapsed time: 0:05:13
Episode: 41/400, rounds: 897, epsilon: 0.669, score: -191.2, reward: -100, elapsed time: 0:05:39
Episode: 42/400, rounds: 999, epsilon: 0.6623, score: -95.62, reward: -2.372148531909899, elapsed time: 0:06:08
Episode: 43/400, rounds: 999, epsilon: 0.6557, score: -81.39, reward: -1.3307502438325685, elapsed time: 0:06:37
Episode: 44/400, rounds: 611, epsilon: 0.6491, score: -166.8, reward: -100, elapsed time: 0:06:54
Episode: 45/400, rounds: 999, epsilon: 0.6426, score: -111.1, reward: -0.3677584070861883, elapsed time: 0:07:24
Episode: 46/400, rounds: 999, epsilon: 0.6362, score: -106.3, reward: -4.086929294503949, elapsed time: 0:07:53
Episode: 47/400, rounds: 999, epsilon: 0.6298, score: -98.91, reward: -2.662740933026852, elapsed time: 0:08:23
Episode: 48/400, rounds: 999, epsilon: 0.6235, score: -81.47, reward: 0.6697362957974928, elapsed time: 0:08:52
Episode: 49/400, rounds: 999, epsilon: 0.6173, score: -168.1, reward: 1.3700683969663896, elapsed time: 0:09:21
Episode: 50/400, rounds: 999, epsilon: 0.6111, score: -50.1, reward: 2.456461663988479, elapsed time: 0:09:50
Episode: 51/400, rounds: 999, epsilon: 0.605, score: -52.96, reward: -1.6227786874002053, elapsed time: 0:10:19
Episode: 52/400, rounds: 999, epsilon: 0.599, score: -66.26, reward: -1.3588745879998771, elapsed time: 0:10:49
Episode: 53/400, rounds: 502, epsilon: 0.593, score: -59.68, reward: -100, elapsed time: 0:11:04
Episode: 54/400, rounds: 999, epsilon: 0.587, score: -107.7, reward: -0.47243054154711106, elapsed time: 0:11:34
Episode: 55/400, rounds: 999, epsilon: 0.5812, score: -71.03, reward: 0.7201413111931856, elapsed time: 0:12:04
Episode: 56/400, rounds: 999, epsilon: 0.5754, score: -97.54, reward: -0.35936748693214215, elapsed time: 0:12:35
Episode: 57/400, rounds: 999, epsilon: 0.5696, score: -51.33, reward: -0.6740226039611941, elapsed time: 0:13:05
Episode: 58/400, rounds: 999, epsilon: 0.5639, score: -41.27, reward: -2.1774566104359963, elapsed time: 0:13:36
Episode: 59/400, rounds: 698, epsilon: 0.5583, score: -181.6, reward: -100, elapsed time: 0:13:57
Episode: 60/400, rounds: 999, epsilon: 0.5527, score: -10.2, reward: 0.28357178716874043, elapsed time: 0:14:28
Episode: 61/400, rounds: 339, epsilon: 0.5472, score: -2.13, reward: -100, elapsed time: 0:14:39
Episode: 62/400, rounds: 999, epsilon: 0.5417, score: -69.24, reward: 1.0747244245245156, elapsed time: 0:15:10
Episode: 63/400, rounds: 721, epsilon: 0.5363, score: -177.5, reward: -100, elapsed time: 0:15:32
