Agent info:
	Batch size: 64
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 76, epsilon: 1.0, score: -143.7, reward: -100, elapsed time: 0:00:01
Episode: 2/400, rounds: 89, epsilon: 0.99, score: -247.7, reward: -100, elapsed time: 0:00:04
Episode: 3/400, rounds: 68, epsilon: 0.9801, score: -137.9, reward: -100, elapsed time: 0:00:06
Episode: 4/400, rounds: 84, epsilon: 0.9703, score: -173.4, reward: -100, elapsed time: 0:00:09
Episode: 5/400, rounds: 83, epsilon: 0.9606, score: -207.9, reward: -100, elapsed time: 0:00:11
Episode: 6/400, rounds: 64, epsilon: 0.951, score: -371.1, reward: -100, elapsed time: 0:00:13
Episode: 7/400, rounds: 75, epsilon: 0.9415, score: -309.6, reward: -100, elapsed time: 0:00:16
Episode: 8/400, rounds: 55, epsilon: 0.9321, score: -36.97, reward: -100, elapsed time: 0:00:18
Episode: 9/400, rounds: 60, epsilon: 0.9227, score: -501.1, reward: -100, elapsed time: 0:00:20
Episode: 10/400, rounds: 55, epsilon: 0.9135, score: -114.8, reward: -100, elapsed time: 0:00:22
Episode: 11/400, rounds: 94, epsilon: 0.9044, score: -463.6, reward: -100, elapsed time: 0:00:25
Episode: 12/400, rounds: 86, epsilon: 0.8953, score: -289.3, reward: -100, elapsed time: 0:00:28
Episode: 13/400, rounds: 67, epsilon: 0.8864, score: -238.0, reward: -100, elapsed time: 0:00:30
Episode: 14/400, rounds: 71, epsilon: 0.8775, score: -153.4, reward: -100, elapsed time: 0:00:33
Episode: 15/400, rounds: 71, epsilon: 0.8687, score: -147.0, reward: -100, elapsed time: 0:00:35
Episode: 16/400, rounds: 82, epsilon: 0.8601, score: -185.8, reward: -100, elapsed time: 0:00:38
Episode: 17/400, rounds: 88, epsilon: 0.8515, score: -238.8, reward: -100, elapsed time: 0:00:41
