Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -250
	Action Type: Simple Action

Episode: 1/400, rounds: 66, epsilon: 1.0, score: -128.1, reward: -100, elapsed time: 0:00:00
Episode: 2/400, rounds: 57, epsilon: 0.99, score: -124.8, reward: -100, elapsed time: 0:00:00
Episode: 3/400, rounds: 72, epsilon: 0.9801, score: -461.2, reward: -100, elapsed time: 0:00:02
Episode: 4/400, rounds: 162, epsilon: 0.9703, score: -436.0, reward: -100, elapsed time: 0:00:07
Episode: 5/400, rounds: 106, epsilon: 0.9606, score: -401.5, reward: -100, elapsed time: 0:00:10
Episode: 6/400, rounds: 84, epsilon: 0.951, score: -620.0, reward: -100, elapsed time: 0:00:13
Episode: 7/400, rounds: 66, epsilon: 0.9415, score: -256.9, reward: -100, elapsed time: 0:00:15
Episode: 8/400, rounds: 100, epsilon: 0.9321, score: -137.0, reward: -100, elapsed time: 0:00:18
Episode: 9/400, rounds: 120, epsilon: 0.9227, score: -272.0, reward: -100, elapsed time: 0:00:22
Episode: 10/400, rounds: 66, epsilon: 0.9135, score: -182.4, reward: -100, elapsed time: 0:00:25
Episode: 11/400, rounds: 55, epsilon: 0.9044, score: -320.9, reward: -100, elapsed time: 0:00:27
Episode: 12/400, rounds: 129, epsilon: 0.8953, score: -298.3, reward: -100, elapsed time: 0:00:31
Episode: 13/400, rounds: 64, epsilon: 0.8864, score: -84.38, reward: -100, elapsed time: 0:00:33
Episode: 14/400, rounds: 79, epsilon: 0.8775, score: -400.2, reward: -100, elapsed time: 0:00:36
Episode: 15/400, rounds: 57, epsilon: 0.8687, score: -135.7, reward: -100, elapsed time: 0:00:38
Episode: 16/400, rounds: 80, epsilon: 0.8601, score: -70.59, reward: -100, elapsed time: 0:00:41
Episode: 17/400, rounds: 96, epsilon: 0.8515, score: -89.1, reward: -100, elapsed time: 0:00:44
Episode: 18/400, rounds: 63, epsilon: 0.8429, score: -240.1, reward: -100, elapsed time: 0:00:46
Episode: 19/400, rounds: 131, epsilon: 0.8345, score: -141.0, reward: -100, elapsed time: 0:00:50
Episode: 20/400, rounds: 136, epsilon: 0.8262, score: -240.5, reward: -100, elapsed time: 0:00:55
Episode: 21/400, rounds: 341, epsilon: 0.8179, score: -56.41, reward: -100, elapsed time: 0:01:04
Episode: 22/400, rounds: 154, epsilon: 0.8097, score: -81.53, reward: -100, elapsed time: 0:01:09
Episode: 23/400, rounds: 153, epsilon: 0.8016, score: -4.086, reward: -100, elapsed time: 0:01:14
Episode: 24/400, rounds: 436, epsilon: 0.7936, score: -58.53, reward: -100, elapsed time: 0:01:28
Episode: 25/400, rounds: 95, epsilon: 0.7857, score: -112.2, reward: -100, elapsed time: 0:01:31
Episode: 26/400, rounds: 199, epsilon: 0.7778, score: -205.2, reward: -100, elapsed time: 0:01:37
Episode: 27/400, rounds: 236, epsilon: 0.77, score: -72.99, reward: -100, elapsed time: 0:01:45
Episode: 28/400, rounds: 291, epsilon: 0.7623, score: -45.75, reward: -100, elapsed time: 0:01:54
Episode: 29/400, rounds: 130, epsilon: 0.7547, score: -77.87, reward: -100, elapsed time: 0:01:58
Episode: 30/400, rounds: 71, epsilon: 0.7472, score: -350.1, reward: -100, elapsed time: 0:02:01
Episode: 31/400, rounds: 147, epsilon: 0.7397, score: -70.52, reward: -100, elapsed time: 0:02:06
Episode: 32/400, rounds: 420, epsilon: 0.7323, score: -129.2, reward: -100, elapsed time: 0:02:18
Episode: 33/400, rounds: 234, epsilon: 0.725, score: -16.56, reward: -100, elapsed time: 0:02:26
Episode: 34/400, rounds: 187, epsilon: 0.7177, score: -24.6, reward: -100, elapsed time: 0:02:31
Episode: 35/400, rounds: 528, epsilon: 0.7106, score: -261.4, reward: -100, elapsed time: 0:02:47
Episode: 36/400, rounds: 999, epsilon: 0.7034, score: -2.767, reward: 2.314476117366735, elapsed time: 0:03:17
Episode: 37/400, rounds: 457, epsilon: 0.6964, score: -56.23, reward: -100, elapsed time: 0:03:31
Episode: 38/400, rounds: 192, epsilon: 0.6894, score: -19.89, reward: -100, elapsed time: 0:03:37
Episode: 39/400, rounds: 340, epsilon: 0.6826, score: -45.86, reward: -100, elapsed time: 0:03:48
Episode: 40/400, rounds: 638, epsilon: 0.6757, score: 132.7, reward: 100, elapsed time: 0:04:07
Episode: 41/400, rounds: 337, epsilon: 0.669, score: -199.7, reward: -100, elapsed time: 0:04:18
Episode: 42/400, rounds: 743, epsilon: 0.6623, score: -157.5, reward: -100, elapsed time: 0:04:41
Episode: 43/400, rounds: 356, epsilon: 0.6557, score: -188.7, reward: -100, elapsed time: 0:04:52
Episode: 44/400, rounds: 184, epsilon: 0.6491, score: -103.9, reward: -100, elapsed time: 0:04:58
Episode: 45/400, rounds: 104, epsilon: 0.6426, score: -15.58, reward: -100, elapsed time: 0:05:02
Episode: 46/400, rounds: 151, epsilon: 0.6362, score: -61.51, reward: -100, elapsed time: 0:05:08
Episode: 47/400, rounds: 717, epsilon: 0.6298, score: -191.0, reward: -100, elapsed time: 0:05:31
Episode: 48/400, rounds: 195, epsilon: 0.6235, score: -142.4, reward: -100, elapsed time: 0:05:38
Episode: 49/400, rounds: 156, epsilon: 0.6173, score: -122.0, reward: -100, elapsed time: 0:05:43
