Agent info:
	Batch size: 64
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 67, epsilon: 1.0, score: -174.7, reward: -100, elapsed time: 0:00:01
Episode: 2/400, rounds: 58, epsilon: 0.99, score: -139.7, reward: -100, elapsed time: 0:00:02
Episode: 3/400, rounds: 80, epsilon: 0.9801, score: -46.98, reward: -100, elapsed time: 0:00:04
Episode: 4/400, rounds: 73, epsilon: 0.9703, score: -541.2, reward: -100, elapsed time: 0:00:07
Episode: 5/400, rounds: 83, epsilon: 0.9606, score: -293.7, reward: -100, elapsed time: 0:00:10
Episode: 6/400, rounds: 64, epsilon: 0.951, score: -476.6, reward: -100, elapsed time: 0:00:12
Episode: 7/400, rounds: 55, epsilon: 0.9415, score: -173.6, reward: -100, elapsed time: 0:00:14
Episode: 8/400, rounds: 95, epsilon: 0.9321, score: -320.0, reward: -100, elapsed time: 0:00:17
Episode: 9/400, rounds: 72, epsilon: 0.9227, score: -308.3, reward: -100, elapsed time: 0:00:19
Episode: 10/400, rounds: 115, epsilon: 0.9135, score: -127.3, reward: -100, elapsed time: 0:00:23
Episode: 11/400, rounds: 159, epsilon: 0.9044, score: -181.4, reward: -100, elapsed time: 0:00:27
Episode: 12/400, rounds: 389, epsilon: 0.8953, score: -539.0, reward: -100, elapsed time: 0:00:38
Episode: 13/400, rounds: 78, epsilon: 0.8864, score: -301.3, reward: -100, elapsed time: 0:00:41
Episode: 14/400, rounds: 116, epsilon: 0.8775, score: -359.8, reward: -100, elapsed time: 0:00:44
Episode: 15/400, rounds: 117, epsilon: 0.8687, score: -304.9, reward: -100, elapsed time: 0:00:48
Episode: 16/400, rounds: 148, epsilon: 0.8601, score: -314.5, reward: -100, elapsed time: 0:00:52
Episode: 17/400, rounds: 125, epsilon: 0.8515, score: -415.6, reward: -100, elapsed time: 0:00:56
Episode: 18/400, rounds: 157, epsilon: 0.8429, score: -615.8, reward: -100, elapsed time: 0:01:01
Episode: 19/400, rounds: 174, epsilon: 0.8345, score: -163.7, reward: -100, elapsed time: 0:01:06
Episode: 20/400, rounds: 148, epsilon: 0.8262, score: -279.7, reward: -100, elapsed time: 0:01:11
Episode: 21/400, rounds: 76, epsilon: 0.8179, score: -72.81, reward: -100, elapsed time: 0:01:14
Episode: 22/400, rounds: 52, epsilon: 0.8097, score: -94.36, reward: -100, elapsed time: 0:01:16
Episode: 23/400, rounds: 114, epsilon: 0.8016, score: -424.6, reward: -100, elapsed time: 0:01:19
Episode: 24/400, rounds: 150, epsilon: 0.7936, score: -651.7, reward: -100, elapsed time: 0:01:24
Episode: 25/400, rounds: 89, epsilon: 0.7857, score: -256.8, reward: -100, elapsed time: 0:01:27
