Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -200
	Action Type: Simple Action

Episode: 1/400, rounds: 62, epsilon: 1.0, score: -131.1, reward: -100, elapsed time: 0:00:00
Episode: 2/400, rounds: 75, epsilon: 0.99, score: -151.5, reward: -100, elapsed time: 0:00:02
Episode: 3/400, rounds: 57, epsilon: 0.9801, score: -143.5, reward: -100, elapsed time: 0:00:04
Episode: 4/400, rounds: 53, epsilon: 0.9703, score: -234.4, reward: -100, elapsed time: 0:00:06
Episode: 5/400, rounds: 69, epsilon: 0.9606, score: -143.0, reward: -100, elapsed time: 0:00:07
Episode: 6/400, rounds: 50, epsilon: 0.951, score: -350.6, reward: -100, elapsed time: 0:00:09
Episode: 7/400, rounds: 109, epsilon: 0.9415, score: -230.2, reward: -100, elapsed time: 0:00:13
Episode: 8/400, rounds: 133, epsilon: 0.9321, score: -305.0, reward: -100, elapsed time: 0:00:17
Episode: 9/400, rounds: 85, epsilon: 0.9227, score: -550.9, reward: -100, elapsed time: 0:00:20
Episode: 10/400, rounds: 103, epsilon: 0.9135, score: -345.3, reward: -100, elapsed time: 0:00:24
Episode: 11/400, rounds: 55, epsilon: 0.9044, score: -382.8, reward: -100, elapsed time: 0:00:26
Episode: 12/400, rounds: 88, epsilon: 0.8953, score: -106.7, reward: -100, elapsed time: 0:00:29
Episode: 13/400, rounds: 139, epsilon: 0.8864, score: -394.9, reward: -100, elapsed time: 0:00:34
Episode: 14/400, rounds: 117, epsilon: 0.8775, score: -317.6, reward: -100, elapsed time: 0:00:37
Episode: 15/400, rounds: 108, epsilon: 0.8687, score: -387.1, reward: -100, elapsed time: 0:00:41
Episode: 16/400, rounds: 71, epsilon: 0.8601, score: -194.5, reward: -100, elapsed time: 0:00:44
Episode: 17/400, rounds: 141, epsilon: 0.8515, score: -212.7, reward: -100, elapsed time: 0:00:49
Episode: 18/400, rounds: 94, epsilon: 0.8429, score: -50.84, reward: -100, elapsed time: 0:00:52
Episode: 19/400, rounds: 99, epsilon: 0.8345, score: -148.1, reward: -100, elapsed time: 0:00:55
Episode: 20/400, rounds: 87, epsilon: 0.8262, score: -138.6, reward: -100, elapsed time: 0:00:59
Episode: 21/400, rounds: 226, epsilon: 0.8179, score: -484.7, reward: -100, elapsed time: 0:01:06
Episode: 22/400, rounds: 218, epsilon: 0.8097, score: -357.1, reward: -100, elapsed time: 0:01:13
Episode: 23/400, rounds: 106, epsilon: 0.8016, score: -143.0, reward: -100, elapsed time: 0:01:16
Episode: 24/400, rounds: 386, epsilon: 0.7936, score: -247.7, reward: -100, elapsed time: 0:01:29
Episode: 25/400, rounds: 237, epsilon: 0.7857, score: -83.44, reward: -100, elapsed time: 0:01:36
Episode: 26/400, rounds: 175, epsilon: 0.7778, score: -118.9, reward: -100, elapsed time: 0:01:42
Episode: 27/400, rounds: 245, epsilon: 0.77, score: -119.1, reward: -100, elapsed time: 0:01:50
Episode: 28/400, rounds: 333, epsilon: 0.7623, score: -104.3, reward: -100, elapsed time: 0:02:01
Episode: 29/400, rounds: 525, epsilon: 0.7547, score: -132.4, reward: -100, elapsed time: 0:02:19
Episode: 30/400, rounds: 601, epsilon: 0.7472, score: -134.2, reward: -100, elapsed time: 0:02:38
Episode: 31/400, rounds: 218, epsilon: 0.7397, score: -92.81, reward: -100, elapsed time: 0:02:46
Episode: 32/400, rounds: 552, epsilon: 0.7323, score: -108.7, reward: -100, elapsed time: 0:03:03
Episode: 33/400, rounds: 479, epsilon: 0.725, score: -159.8, reward: -100, elapsed time: 0:03:18
Episode: 34/400, rounds: 242, epsilon: 0.7177, score: -191.0, reward: -100, elapsed time: 0:03:27
Episode: 35/400, rounds: 403, epsilon: 0.7106, score: -46.77, reward: -100, elapsed time: 0:03:40
Episode: 36/400, rounds: 375, epsilon: 0.7034, score: -98.83, reward: -100, elapsed time: 0:03:52
Episode: 37/400, rounds: 391, epsilon: 0.6964, score: -162.0, reward: -100, elapsed time: 0:04:04
Episode: 38/400, rounds: 145, epsilon: 0.6894, score: -91.45, reward: -100, elapsed time: 0:04:09
Episode: 39/400, rounds: 454, epsilon: 0.6826, score: -44.72, reward: -100, elapsed time: 0:04:25
Episode: 40/400, rounds: 276, epsilon: 0.6757, score: -103.6, reward: -100, elapsed time: 0:04:34
Episode: 41/400, rounds: 258, epsilon: 0.669, score: -105.8, reward: -100, elapsed time: 0:04:43
Episode: 42/400, rounds: 132, epsilon: 0.6623, score: -106.6, reward: -100, elapsed time: 0:04:48
Episode: 43/400, rounds: 376, epsilon: 0.6557, score: -101.5, reward: -100, elapsed time: 0:05:00
Episode: 44/400, rounds: 283, epsilon: 0.6491, score: 31.57, reward: -100, elapsed time: 0:05:10
Episode: 45/400, rounds: 474, epsilon: 0.6426, score: -54.85, reward: -100, elapsed time: 0:05:26
Episode: 46/400, rounds: 121, epsilon: 0.6362, score: -130.0, reward: -100, elapsed time: 0:05:30
Episode: 47/400, rounds: 144, epsilon: 0.6298, score: -105.5, reward: -100, elapsed time: 0:05:36
Episode: 48/400, rounds: 284, epsilon: 0.6235, score: 168.6, reward: 100, elapsed time: 0:05:45
Episode: 49/400, rounds: 890, epsilon: 0.6173, score: 76.84, reward: 100, elapsed time: 0:06:16
Episode: 50/400, rounds: 164, epsilon: 0.6111, score: -90.29, reward: -100, elapsed time: 0:06:22
Episode: 51/400, rounds: 244, epsilon: 0.605, score: -80.78, reward: -100, elapsed time: 0:06:30
Episode: 52/400, rounds: 259, epsilon: 0.599, score: -109.7, reward: -100, elapsed time: 0:06:40
Episode: 53/400, rounds: 999, epsilon: 0.593, score: -28.26, reward: -4.698312987127355, elapsed time: 0:07:13
Episode: 54/400, rounds: 166, epsilon: 0.587, score: -79.01, reward: -100, elapsed time: 0:07:19
Episode: 55/400, rounds: 143, epsilon: 0.5812, score: -97.41, reward: -100, elapsed time: 0:07:25
Episode: 56/400, rounds: 554, epsilon: 0.5754, score: -66.94, reward: -100, elapsed time: 0:07:44
Episode: 57/400, rounds: 147, epsilon: 0.5696, score: -43.89, reward: -100, elapsed time: 0:07:50
Episode: 58/400, rounds: 161, epsilon: 0.5639, score: -184.1, reward: -100, elapsed time: 0:07:56
Episode: 59/400, rounds: 286, epsilon: 0.5583, score: -119.4, reward: -100, elapsed time: 0:08:06
Episode: 60/400, rounds: 149, epsilon: 0.5527, score: -7.408, reward: -100, elapsed time: 0:08:12
Episode: 61/400, rounds: 904, epsilon: 0.5472, score: 79.23, reward: 100, elapsed time: 0:08:43
Episode: 62/400, rounds: 174, epsilon: 0.5417, score: -100.2, reward: -100, elapsed time: 0:08:50
Episode: 63/400, rounds: 895, epsilon: 0.5363, score: -131.0, reward: -100, elapsed time: 0:09:23
Episode: 64/400, rounds: 999, epsilon: 0.5309, score: -12.65, reward: -1.1516674547547574, elapsed time: 0:09:58
