Agent info:
	Batch size: 256
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 88, epsilon: 1.0, score: -153.7, reward: -100, elapsed time: 0:00:00
Episode: 2/400, rounds: 59, epsilon: 0.99, score: -109.1, reward: -100, elapsed time: 0:00:00
Episode: 3/400, rounds: 97, epsilon: 0.9801, score: -216.3, reward: -100, elapsed time: 0:00:01
Episode: 4/400, rounds: 57, epsilon: 0.9703, score: -119.6, reward: -100, elapsed time: 0:00:02
Episode: 5/400, rounds: 52, epsilon: 0.9606, score: -97.34, reward: -100, elapsed time: 0:00:04
Episode: 6/400, rounds: 82, epsilon: 0.951, score: -178.6, reward: -100, elapsed time: 0:00:07
Episode: 7/400, rounds: 51, epsilon: 0.9415, score: -116.1, reward: -100, elapsed time: 0:00:08
Episode: 8/400, rounds: 220, epsilon: 0.9321, score: -201.4, reward: -100, elapsed time: 0:00:14
Episode: 9/400, rounds: 58, epsilon: 0.9227, score: -394.3, reward: -100, elapsed time: 0:00:17
Episode: 10/400, rounds: 104, epsilon: 0.9135, score: -475.7, reward: -100, elapsed time: 0:00:21
Episode: 11/400, rounds: 109, epsilon: 0.9044, score: -174.3, reward: -100, elapsed time: 0:00:24
Episode: 12/400, rounds: 97, epsilon: 0.8953, score: -249.6, reward: -100, elapsed time: 0:00:27
Episode: 13/400, rounds: 77, epsilon: 0.8864, score: -456.1, reward: -100, elapsed time: 0:00:30
Episode: 14/400, rounds: 138, epsilon: 0.8775, score: -436.6, reward: -100, elapsed time: 0:00:35
Episode: 15/400, rounds: 155, epsilon: 0.8687, score: -245.4, reward: -100, elapsed time: 0:00:40
Episode: 16/400, rounds: 348, epsilon: 0.8601, score: -122.2, reward: -100, elapsed time: 0:00:50
Episode: 17/400, rounds: 97, epsilon: 0.8515, score: -156.4, reward: -100, elapsed time: 0:00:54
Episode: 18/400, rounds: 199, epsilon: 0.8429, score: -632.9, reward: -100, elapsed time: 0:01:00
Episode: 19/400, rounds: 64, epsilon: 0.8345, score: -146.9, reward: -100, elapsed time: 0:01:03
Episode: 20/400, rounds: 212, epsilon: 0.8262, score: -392.9, reward: -100, elapsed time: 0:01:09
Episode: 21/400, rounds: 108, epsilon: 0.8179, score: -18.0, reward: -100, elapsed time: 0:01:13
Episode: 22/400, rounds: 132, epsilon: 0.8097, score: -164.2, reward: -100, elapsed time: 0:01:18
Episode: 23/400, rounds: 97, epsilon: 0.8016, score: -25.58, reward: -100, elapsed time: 0:01:21
Episode: 24/400, rounds: 159, epsilon: 0.7936, score: -146.1, reward: -100, elapsed time: 0:01:26
Episode: 25/400, rounds: 118, epsilon: 0.7857, score: -861.3, reward: -100, elapsed time: 0:01:30
Episode: 26/400, rounds: 104, epsilon: 0.7778, score: -94.08, reward: -100, elapsed time: 0:01:34
Episode: 27/400, rounds: 100, epsilon: 0.77, score: -187.9, reward: -100, elapsed time: 0:01:38
Episode: 28/400, rounds: 331, epsilon: 0.7623, score: 14.08, reward: -100, elapsed time: 0:01:48
Episode: 29/400, rounds: 93, epsilon: 0.7547, score: -618.6, reward: -100, elapsed time: 0:01:52
Episode: 30/400, rounds: 220, epsilon: 0.7472, score: -324.0, reward: -100, elapsed time: 0:01:59
Episode: 31/400, rounds: 310, epsilon: 0.7397, score: -559.2, reward: -100, elapsed time: 0:02:09
Episode: 32/400, rounds: 193, epsilon: 0.7323, score: -304.1, reward: -100, elapsed time: 0:02:15
Episode: 33/400, rounds: 227, epsilon: 0.725, score: -500.8, reward: -100, elapsed time: 0:02:22
Episode: 34/400, rounds: 186, epsilon: 0.7177, score: -42.87, reward: -100, elapsed time: 0:02:29
Episode: 35/400, rounds: 189, epsilon: 0.7106, score: -16.48, reward: -100, elapsed time: 0:02:35
Episode: 36/400, rounds: 82, epsilon: 0.7034, score: -93.53, reward: -100, elapsed time: 0:02:38
Episode: 37/400, rounds: 136, epsilon: 0.6964, score: -116.7, reward: -100, elapsed time: 0:02:43
Episode: 38/400, rounds: 143, epsilon: 0.6894, score: -82.15, reward: -100, elapsed time: 0:02:48
Episode: 39/400, rounds: 141, epsilon: 0.6826, score: -103.0, reward: -100, elapsed time: 0:02:53
Episode: 40/400, rounds: 96, epsilon: 0.6757, score: -153.6, reward: -100, elapsed time: 0:02:56
Episode: 41/400, rounds: 155, epsilon: 0.669, score: -429.1, reward: -100, elapsed time: 0:03:02
Episode: 42/400, rounds: 125, epsilon: 0.6623, score: -185.9, reward: -100, elapsed time: 0:03:06
Episode: 43/400, rounds: 111, epsilon: 0.6557, score: -246.3, reward: -100, elapsed time: 0:03:10
Episode: 44/400, rounds: 106, epsilon: 0.6491, score: 15.45, reward: -100, elapsed time: 0:03:14
