Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Success Margin: -150
	Action Type: Complex Action
	Target model: False

Episode: 1/400, rounds: 499, epsilon: 1.0, score: -500.0, reward: -1.0, elapsed time: 0:00:10
Episode: 2/400, rounds: 499, epsilon: 0.99, score: -500.0, reward: -1.0, elapsed time: 0:00:22
Episode: 3/400, rounds: 499, epsilon: 0.9801, score: -500.0, reward: -1.0, elapsed time: 0:00:34
Episode: 4/400, rounds: 499, epsilon: 0.9703, score: -500.0, reward: -1.0, elapsed time: 0:00:47
Episode: 5/400, rounds: 499, epsilon: 0.9606, score: -500.0, reward: -1.0, elapsed time: 0:01:00
Episode: 6/400, rounds: 499, epsilon: 0.951, score: -500.0, reward: -1.0, elapsed time: 0:01:12
Episode: 7/400, rounds: 499, epsilon: 0.9415, score: -500.0, reward: -1.0, elapsed time: 0:01:25
Episode: 8/400, rounds: 499, epsilon: 0.9321, score: -500.0, reward: -1.0, elapsed time: 0:01:38
Episode: 9/400, rounds: 499, epsilon: 0.9227, score: -500.0, reward: -1.0, elapsed time: 0:01:51
Episode: 10/400, rounds: 370, epsilon: 0.9135, score: -370.0, reward: 0.0, elapsed time: 0:02:01
Episode: 11/400, rounds: 395, epsilon: 0.9044, score: -395.0, reward: 0.0, elapsed time: 0:02:12
Episode: 12/400, rounds: 499, epsilon: 0.8953, score: -500.0, reward: -1.0, elapsed time: 0:02:25
Episode: 13/400, rounds: 499, epsilon: 0.8864, score: -500.0, reward: -1.0, elapsed time: 0:02:39
Episode: 14/400, rounds: 499, epsilon: 0.8775, score: -500.0, reward: -1.0, elapsed time: 0:02:52
Episode: 15/400, rounds: 412, epsilon: 0.8687, score: -412.0, reward: 0.0, elapsed time: 0:03:03
Episode: 16/400, rounds: 268, epsilon: 0.8601, score: -268.0, reward: 0.0, elapsed time: 0:03:11
Episode: 17/400, rounds: 320, epsilon: 0.8515, score: -320.0, reward: 0.0, elapsed time: 0:03:20
Episode: 18/400, rounds: 499, epsilon: 0.8429, score: -500.0, reward: -1.0, elapsed time: 0:03:33
Episode: 19/400, rounds: 499, epsilon: 0.8345, score: -500.0, reward: -1.0, elapsed time: 0:03:47
Episode: 20/400, rounds: 271, epsilon: 0.8262, score: -271.0, reward: 0.0, elapsed time: 0:03:55
Episode: 21/400, rounds: 470, epsilon: 0.8179, score: -470.0, reward: 0.0, elapsed time: 0:04:08
Episode: 22/400, rounds: 233, epsilon: 0.8097, score: -233.0, reward: 0.0, elapsed time: 0:04:15
Episode: 23/400, rounds: 499, epsilon: 0.8016, score: -500.0, reward: -1.0, elapsed time: 0:04:29
Episode: 24/400, rounds: 401, epsilon: 0.7936, score: -401.0, reward: 0.0, elapsed time: 0:04:40
Episode: 25/400, rounds: 392, epsilon: 0.7857, score: -392.0, reward: 0.0, elapsed time: 0:04:51
Episode: 26/400, rounds: 209, epsilon: 0.7778, score: -209.0, reward: 0.0, elapsed time: 0:04:57
Episode: 27/400, rounds: 196, epsilon: 0.77, score: -196.0, reward: 0.0, elapsed time: 0:05:03
Episode: 28/400, rounds: 283, epsilon: 0.7623, score: -283.0, reward: 0.0, elapsed time: 0:05:12
Episode: 29/400, rounds: 271, epsilon: 0.7547, score: -271.0, reward: 0.0, elapsed time: 0:05:20
Episode: 30/400, rounds: 156, epsilon: 0.7472, score: -156.0, reward: 0.0, elapsed time: 0:05:25
Episode: 31/400, rounds: 339, epsilon: 0.7397, score: -339.0, reward: 0.0, elapsed time: 0:05:35
Episode: 32/400, rounds: 183, epsilon: 0.7323, score: -183.0, reward: 0.0, elapsed time: 0:05:41
Episode: 33/400, rounds: 341, epsilon: 0.725, score: -341.0, reward: 0.0, elapsed time: 0:05:51
Episode: 34/400, rounds: 247, epsilon: 0.7177, score: -247.0, reward: 0.0, elapsed time: 0:05:59
Episode: 35/400, rounds: 190, epsilon: 0.7106, score: -190.0, reward: 0.0, elapsed time: 0:06:05
Episode: 36/400, rounds: 206, epsilon: 0.7034, score: -206.0, reward: 0.0, elapsed time: 0:06:12
Episode: 37/400, rounds: 280, epsilon: 0.6964, score: -280.0, reward: 0.0, elapsed time: 0:06:21
Episode: 38/400, rounds: 225, epsilon: 0.6894, score: -225.0, reward: 0.0, elapsed time: 0:06:28
Episode: 39/400, rounds: 182, epsilon: 0.6826, score: -182.0, reward: 0.0, elapsed time: 0:06:34
Episode: 40/400, rounds: 186, epsilon: 0.6757, score: -186.0, reward: 0.0, elapsed time: 0:06:40
Episode: 41/400, rounds: 235, epsilon: 0.669, score: -235.0, reward: 0.0, elapsed time: 0:06:47
Episode: 42/400, rounds: 222, epsilon: 0.6623, score: -222.0, reward: 0.0, elapsed time: 0:06:54
Episode: 43/400, rounds: 200, epsilon: 0.6557, score: -200.0, reward: 0.0, elapsed time: 0:07:01
Episode: 44/400, rounds: 210, epsilon: 0.6491, score: -210.0, reward: 0.0, elapsed time: 0:07:08
Episode: 45/400, rounds: 252, epsilon: 0.6426, score: -252.0, reward: 0.0, elapsed time: 0:07:16
Episode: 46/400, rounds: 196, epsilon: 0.6362, score: -196.0, reward: 0.0, elapsed time: 0:07:22
Episode: 47/400, rounds: 220, epsilon: 0.6298, score: -220.0, reward: 0.0, elapsed time: 0:07:29
Episode: 48/400, rounds: 190, epsilon: 0.6235, score: -190.0, reward: 0.0, elapsed time: 0:07:36
Episode: 49/400, rounds: 216, epsilon: 0.6173, score: -216.0, reward: 0.0, elapsed time: 0:07:43
Episode: 50/400, rounds: 208, epsilon: 0.6111, score: -208.0, reward: 0.0, elapsed time: 0:07:50
Episode: 51/400, rounds: 164, epsilon: 0.605, score: -164.0, reward: 0.0, elapsed time: 0:07:56
Episode: 52/400, rounds: 208, epsilon: 0.599, score: -208.0, reward: 0.0, elapsed time: 0:08:02
Episode: 53/400, rounds: 219, epsilon: 0.593, score: -219.0, reward: 0.0, elapsed time: 0:08:10
Episode: 54/400, rounds: 197, epsilon: 0.587, score: -197.0, reward: 0.0, elapsed time: 0:08:17
Episode: 55/400, rounds: 499, epsilon: 0.5812, score: -500.0, reward: -1.0, elapsed time: 0:08:32
Episode: 56/400, rounds: 109, epsilon: 0.5754, score: -109.0, reward: 0.0, elapsed time: 0:08:37
Episode: 57/400, rounds: 154, epsilon: 0.5696, score: -154.0, reward: 0.0, elapsed time: 0:08:42
Episode: 58/400, rounds: 214, epsilon: 0.5639, score: -214.0, reward: 0.0, elapsed time: 0:08:49
Episode: 59/400, rounds: 174, epsilon: 0.5583, score: -174.0, reward: 0.0, elapsed time: 0:08:55
Episode: 60/400, rounds: 128, epsilon: 0.5527, score: -128.0, reward: 0.0, elapsed time: 0:09:00
Episode: 61/400, rounds: 187, epsilon: 0.5472, score: -187.0, reward: 0.0, elapsed time: 0:09:07
Episode: 62/400, rounds: 136, epsilon: 0.5417, score: -136.0, reward: 0.0, elapsed time: 0:09:12
Episode: 63/400, rounds: 169, epsilon: 0.5363, score: -169.0, reward: 0.0, elapsed time: 0:09:18
Episode: 64/400, rounds: 153, epsilon: 0.5309, score: -153.0, reward: 0.0, elapsed time: 0:09:23
Episode: 65/400, rounds: 127, epsilon: 0.5256, score: -127.0, reward: 0.0, elapsed time: 0:09:28
Episode: 66/400, rounds: 133, epsilon: 0.5203, score: -133.0, reward: 0.0, elapsed time: 0:09:33
Episode: 67/400, rounds: 153, epsilon: 0.5151, score: -153.0, reward: 0.0, elapsed time: 0:09:38
Episode: 68/400, rounds: 143, epsilon: 0.51, score: -143.0, reward: 0.0, elapsed time: 0:09:44
Episode: 69/400, rounds: 154, epsilon: 0.5049, score: -154.0, reward: 0.0, elapsed time: 0:09:49
Episode: 70/400, rounds: 142, epsilon: 0.4998, score: -142.0, reward: 0.0, elapsed time: 0:09:55
Episode: 71/400, rounds: 108, epsilon: 0.4948, score: -108.0, reward: 0.0, elapsed time: 0:09:59
Episode: 72/400, rounds: 159, epsilon: 0.4899, score: -159.0, reward: 0.0, elapsed time: 0:10:04
Episode: 73/400, rounds: 127, epsilon: 0.485, score: -127.0, reward: 0.0, elapsed time: 0:10:09
Episode: 74/400, rounds: 499, epsilon: 0.4801, score: -500.0, reward: -1.0, elapsed time: 0:10:26
Episode: 75/400, rounds: 131, epsilon: 0.4753, score: -131.0, reward: 0.0, elapsed time: 0:10:31
Episode: 76/400, rounds: 189, epsilon: 0.4706, score: -189.0, reward: 0.0, elapsed time: 0:10:38
Episode: 77/400, rounds: 161, epsilon: 0.4659, score: -161.0, reward: 0.0, elapsed time: 0:10:44
Episode: 78/400, rounds: 145, epsilon: 0.4612, score: -145.0, reward: 0.0, elapsed time: 0:10:49
Episode: 79/400, rounds: 122, epsilon: 0.4566, score: -122.0, reward: 0.0, elapsed time: 0:10:54
Episode: 80/400, rounds: 115, epsilon: 0.452, score: -115.0, reward: 0.0, elapsed time: 0:10:59
Episode: 81/400, rounds: 172, epsilon: 0.4475, score: -172.0, reward: 0.0, elapsed time: 0:11:05
Episode: 82/400, rounds: 127, epsilon: 0.443, score: -127.0, reward: 0.0, elapsed time: 0:11:10
Episode: 83/400, rounds: 201, epsilon: 0.4386, score: -201.0, reward: 0.0, elapsed time: 0:11:17
Episode: 84/400, rounds: 120, epsilon: 0.4342, score: -120.0, reward: 0.0, elapsed time: 0:11:22
Episode: 85/400, rounds: 143, epsilon: 0.4299, score: -143.0, reward: 0.0, elapsed time: 0:11:27
