Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Success Margin: -150
	Action Type: Complex Action
	Target model: True

Episode: 1/400, rounds: 499, epsilon: 1.0, score: -500.0, reward: -1.0, elapsed time: 0:00:09
Episode: 2/400, rounds: 499, epsilon: 0.99, score: -500.0, reward: -1.0, elapsed time: 0:00:21
Episode: 3/400, rounds: 499, epsilon: 0.9801, score: -500.0, reward: -1.0, elapsed time: 0:00:34
Episode: 4/400, rounds: 499, epsilon: 0.9703, score: -500.0, reward: -1.0, elapsed time: 0:00:46
Episode: 5/400, rounds: 499, epsilon: 0.9606, score: -500.0, reward: -1.0, elapsed time: 0:00:59
Episode: 6/400, rounds: 499, epsilon: 0.951, score: -500.0, reward: -1.0, elapsed time: 0:01:12
Episode: 7/400, rounds: 499, epsilon: 0.9415, score: -500.0, reward: -1.0, elapsed time: 0:01:26
Episode: 8/400, rounds: 499, epsilon: 0.9321, score: -500.0, reward: -1.0, elapsed time: 0:01:39
Episode: 9/400, rounds: 499, epsilon: 0.9227, score: -500.0, reward: -1.0, elapsed time: 0:01:54
Episode: 10/400, rounds: 499, epsilon: 0.9135, score: -500.0, reward: -1.0, elapsed time: 0:02:08
Episode: 11/400, rounds: 499, epsilon: 0.9044, score: -500.0, reward: -1.0, elapsed time: 0:02:22
Episode: 12/400, rounds: 499, epsilon: 0.8953, score: -500.0, reward: -1.0, elapsed time: 0:02:38
Episode: 13/400, rounds: 499, epsilon: 0.8864, score: -500.0, reward: -1.0, elapsed time: 0:02:53
Episode: 14/400, rounds: 499, epsilon: 0.8775, score: -500.0, reward: -1.0, elapsed time: 0:03:08
Episode: 15/400, rounds: 499, epsilon: 0.8687, score: -500.0, reward: -1.0, elapsed time: 0:03:23
Episode: 16/400, rounds: 499, epsilon: 0.8601, score: -500.0, reward: -1.0, elapsed time: 0:03:38
Episode: 17/400, rounds: 499, epsilon: 0.8515, score: -500.0, reward: -1.0, elapsed time: 0:03:53
Episode: 18/400, rounds: 499, epsilon: 0.8429, score: -500.0, reward: -1.0, elapsed time: 0:04:08
Episode: 19/400, rounds: 348, epsilon: 0.8345, score: -348.0, reward: 0.0, elapsed time: 0:04:19
Episode: 20/400, rounds: 499, epsilon: 0.8262, score: -500.0, reward: -1.0, elapsed time: 0:04:34
Episode: 21/400, rounds: 499, epsilon: 0.8179, score: -500.0, reward: -1.0, elapsed time: 0:04:50
Episode: 22/400, rounds: 336, epsilon: 0.8097, score: -336.0, reward: 0.0, elapsed time: 0:05:00
Episode: 23/400, rounds: 499, epsilon: 0.8016, score: -499.0, reward: 0.0, elapsed time: 0:05:16
Episode: 24/400, rounds: 499, epsilon: 0.7936, score: -500.0, reward: -1.0, elapsed time: 0:05:31
Episode: 25/400, rounds: 358, epsilon: 0.7857, score: -358.0, reward: 0.0, elapsed time: 0:05:41
Episode: 26/400, rounds: 257, epsilon: 0.7778, score: -257.0, reward: 0.0, elapsed time: 0:05:49
Episode: 27/400, rounds: 417, epsilon: 0.77, score: -417.0, reward: 0.0, elapsed time: 0:06:01
Episode: 28/400, rounds: 420, epsilon: 0.7623, score: -420.0, reward: 0.0, elapsed time: 0:06:14
Episode: 29/400, rounds: 422, epsilon: 0.7547, score: -422.0, reward: 0.0, elapsed time: 0:06:26
Episode: 30/400, rounds: 451, epsilon: 0.7472, score: -451.0, reward: 0.0, elapsed time: 0:06:39
Episode: 31/400, rounds: 404, epsilon: 0.7397, score: -404.0, reward: 0.0, elapsed time: 0:06:51
Episode: 32/400, rounds: 368, epsilon: 0.7323, score: -368.0, reward: 0.0, elapsed time: 0:07:02
Episode: 33/400, rounds: 209, epsilon: 0.725, score: -209.0, reward: 0.0, elapsed time: 0:07:08
Episode: 34/400, rounds: 450, epsilon: 0.7177, score: -450.0, reward: 0.0, elapsed time: 0:07:21
Episode: 35/400, rounds: 499, epsilon: 0.7106, score: -500.0, reward: -1.0, elapsed time: 0:07:35
Episode: 36/400, rounds: 354, epsilon: 0.7034, score: -354.0, reward: 0.0, elapsed time: 0:07:46
Episode: 37/400, rounds: 409, epsilon: 0.6964, score: -409.0, reward: 0.0, elapsed time: 0:07:59
Episode: 38/400, rounds: 499, epsilon: 0.6894, score: -500.0, reward: -1.0, elapsed time: 0:08:15
Episode: 39/400, rounds: 447, epsilon: 0.6826, score: -447.0, reward: 0.0, elapsed time: 0:08:28
Episode: 40/400, rounds: 256, epsilon: 0.6757, score: -256.0, reward: 0.0, elapsed time: 0:08:36
Episode: 41/400, rounds: 476, epsilon: 0.669, score: -476.0, reward: 0.0, elapsed time: 0:08:52
Episode: 42/400, rounds: 277, epsilon: 0.6623, score: -277.0, reward: 0.0, elapsed time: 0:09:02
Episode: 43/400, rounds: 280, epsilon: 0.6557, score: -280.0, reward: 0.0, elapsed time: 0:09:12
Episode: 44/400, rounds: 375, epsilon: 0.6491, score: -375.0, reward: 0.0, elapsed time: 0:09:26
Episode: 45/400, rounds: 348, epsilon: 0.6426, score: -348.0, reward: 0.0, elapsed time: 0:09:38
Episode: 46/400, rounds: 499, epsilon: 0.6362, score: -500.0, reward: -1.0, elapsed time: 0:09:55
Episode: 47/400, rounds: 246, epsilon: 0.6298, score: -246.0, reward: 0.0, elapsed time: 0:10:04
Episode: 48/400, rounds: 301, epsilon: 0.6235, score: -301.0, reward: 0.0, elapsed time: 0:10:15
Episode: 49/400, rounds: 240, epsilon: 0.6173, score: -240.0, reward: 0.0, elapsed time: 0:10:24
Episode: 50/400, rounds: 199, epsilon: 0.6111, score: -199.0, reward: 0.0, elapsed time: 0:10:32
Episode: 51/400, rounds: 173, epsilon: 0.605, score: -173.0, reward: 0.0, elapsed time: 0:10:38
Episode: 52/400, rounds: 205, epsilon: 0.599, score: -205.0, reward: 0.0, elapsed time: 0:10:46
Episode: 53/400, rounds: 187, epsilon: 0.593, score: -187.0, reward: 0.0, elapsed time: 0:10:53
Episode: 54/400, rounds: 171, epsilon: 0.587, score: -171.0, reward: 0.0, elapsed time: 0:11:00
Episode: 55/400, rounds: 218, epsilon: 0.5812, score: -218.0, reward: 0.0, elapsed time: 0:11:08
Episode: 56/400, rounds: 194, epsilon: 0.5754, score: -194.0, reward: 0.0, elapsed time: 0:11:16
Episode: 57/400, rounds: 211, epsilon: 0.5696, score: -211.0, reward: 0.0, elapsed time: 0:11:24
Episode: 58/400, rounds: 135, epsilon: 0.5639, score: -135.0, reward: 0.0, elapsed time: 0:11:30
Episode: 59/400, rounds: 187, epsilon: 0.5583, score: -187.0, reward: 0.0, elapsed time: 0:11:36
Episode: 60/400, rounds: 163, epsilon: 0.5527, score: -163.0, reward: 0.0, elapsed time: 0:11:43
Episode: 61/400, rounds: 224, epsilon: 0.5472, score: -224.0, reward: 0.0, elapsed time: 0:11:51
Episode: 62/400, rounds: 174, epsilon: 0.5417, score: -174.0, reward: 0.0, elapsed time: 0:11:58
Episode: 63/400, rounds: 239, epsilon: 0.5363, score: -239.0, reward: 0.0, elapsed time: 0:12:06
Episode: 64/400, rounds: 170, epsilon: 0.5309, score: -170.0, reward: 0.0, elapsed time: 0:12:13
Episode: 65/400, rounds: 136, epsilon: 0.5256, score: -136.0, reward: 0.0, elapsed time: 0:12:19
Episode: 66/400, rounds: 165, epsilon: 0.5203, score: -165.0, reward: 0.0, elapsed time: 0:12:25
Episode: 67/400, rounds: 252, epsilon: 0.5151, score: -252.0, reward: 0.0, elapsed time: 0:12:34
Episode: 68/400, rounds: 153, epsilon: 0.51, score: -153.0, reward: 0.0, elapsed time: 0:12:40
Episode: 69/400, rounds: 175, epsilon: 0.5049, score: -175.0, reward: 0.0, elapsed time: 0:12:47
Episode: 70/400, rounds: 156, epsilon: 0.4998, score: -156.0, reward: 0.0, elapsed time: 0:12:53
Episode: 71/400, rounds: 499, epsilon: 0.4948, score: -500.0, reward: -1.0, elapsed time: 0:13:12
Episode: 72/400, rounds: 171, epsilon: 0.4899, score: -171.0, reward: 0.0, elapsed time: 0:13:18
Episode: 73/400, rounds: 208, epsilon: 0.485, score: -208.0, reward: 0.0, elapsed time: 0:13:26
Episode: 74/400, rounds: 144, epsilon: 0.4801, score: -144.0, reward: 0.0, elapsed time: 0:13:32
Episode: 75/400, rounds: 143, epsilon: 0.4753, score: -143.0, reward: 0.0, elapsed time: 0:13:38
Episode: 76/400, rounds: 145, epsilon: 0.4706, score: -145.0, reward: 0.0, elapsed time: 0:13:44
Episode: 77/400, rounds: 117, epsilon: 0.4659, score: -117.0, reward: 0.0, elapsed time: 0:13:50
Episode: 78/400, rounds: 134, epsilon: 0.4612, score: -134.0, reward: 0.0, elapsed time: 0:13:56
Episode: 79/400, rounds: 223, epsilon: 0.4566, score: -223.0, reward: 0.0, elapsed time: 0:14:05
Episode: 80/400, rounds: 114, epsilon: 0.452, score: -114.0, reward: 0.0, elapsed time: 0:14:10
Episode: 81/400, rounds: 136, epsilon: 0.4475, score: -136.0, reward: 0.0, elapsed time: 0:14:16
Episode: 82/400, rounds: 158, epsilon: 0.443, score: -158.0, reward: 0.0, elapsed time: 0:14:22
Episode: 83/400, rounds: 185, epsilon: 0.4386, score: -185.0, reward: 0.0, elapsed time: 0:14:30
Episode: 84/400, rounds: 146, epsilon: 0.4342, score: -146.0, reward: 0.0, elapsed time: 0:14:36
Episode: 85/400, rounds: 159, epsilon: 0.4299, score: -159.0, reward: 0.0, elapsed time: 0:14:42
Episode: 86/400, rounds: 177, epsilon: 0.4256, score: -177.0, reward: 0.0, elapsed time: 0:14:49
Episode: 87/400, rounds: 102, epsilon: 0.4213, score: -102.0, reward: 0.0, elapsed time: 0:14:54
Episode: 88/400, rounds: 110, epsilon: 0.4171, score: -110.0, reward: 0.0, elapsed time: 0:14:59
Episode: 89/400, rounds: 144, epsilon: 0.4129, score: -144.0, reward: 0.0, elapsed time: 0:15:05
Episode: 90/400, rounds: 201, epsilon: 0.4088, score: -201.0, reward: 0.0, elapsed time: 0:15:14
Episode: 91/400, rounds: 132, epsilon: 0.4047, score: -132.0, reward: 0.0, elapsed time: 0:15:20
Episode: 92/400, rounds: 115, epsilon: 0.4007, score: -115.0, reward: 0.0, elapsed time: 0:15:25
Episode: 93/400, rounds: 110, epsilon: 0.3967, score: -110.0, reward: 0.0, elapsed time: 0:15:30
Episode: 94/400, rounds: 111, epsilon: 0.3927, score: -111.0, reward: 0.0, elapsed time: 0:15:35
Episode: 95/400, rounds: 99, epsilon: 0.3888, score: -99.0, reward: 0.0, elapsed time: 0:15:40
Episode: 96/400, rounds: 298, epsilon: 0.3849, score: -298.0, reward: 0.0, elapsed time: 0:15:52
Episode: 97/400, rounds: 121, epsilon: 0.381, score: -121.0, reward: 0.0, elapsed time: 0:15:58
Episode: 98/400, rounds: 154, epsilon: 0.3772, score: -154.0, reward: 0.0, elapsed time: 0:16:04
Episode: 99/400, rounds: 87, epsilon: 0.3735, score: -87.0, reward: 0.0, elapsed time: 0:16:08
Episode: 100/400, rounds: 107, epsilon: 0.3697, score: -107.0, reward: 0.0, elapsed time: 0:16:13
Episode: 101/400, rounds: 121, epsilon: 0.366, score: -121.0, reward: 0.0, elapsed time: 0:16:18
Episode: 102/400, rounds: 105, epsilon: 0.3624, score: -105.0, reward: 0.0, elapsed time: 0:16:23
Episode: 103/400, rounds: 111, epsilon: 0.3587, score: -111.0, reward: 0.0, elapsed time: 0:16:28
Episode: 104/400, rounds: 162, epsilon: 0.3552, score: -162.0, reward: 0.0, elapsed time: 0:16:35
Episode: 105/400, rounds: 411, epsilon: 0.3516, score: -411.0, reward: 0.0, elapsed time: 0:16:51
Episode: 106/400, rounds: 106, epsilon: 0.3481, score: -106.0, reward: 0.0, elapsed time: 0:16:56
