Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -200
	Action Type: Simple Action

Episode: 1/400, rounds: 60, epsilon: 1.0, score: -103.8, reward: -100, elapsed time: 0:00:00
Episode: 2/400, rounds: 86, epsilon: 0.99, score: -521.8, reward: -100, elapsed time: 0:00:02
Episode: 3/400, rounds: 125, epsilon: 0.9801, score: -316.6, reward: -100, elapsed time: 0:00:06
Episode: 4/400, rounds: 80, epsilon: 0.9703, score: -382.4, reward: -100, elapsed time: 0:00:09
Episode: 5/400, rounds: 125, epsilon: 0.9606, score: -263.5, reward: -100, elapsed time: 0:00:12
Episode: 6/400, rounds: 93, epsilon: 0.951, score: -416.8, reward: -100, elapsed time: 0:00:15
Episode: 7/400, rounds: 140, epsilon: 0.9415, score: -338.1, reward: -100, elapsed time: 0:00:19
Episode: 8/400, rounds: 124, epsilon: 0.9321, score: -421.2, reward: -100, elapsed time: 0:00:23
Episode: 9/400, rounds: 73, epsilon: 0.9227, score: -77.88, reward: -100, elapsed time: 0:00:26
Episode: 10/400, rounds: 107, epsilon: 0.9135, score: -589.4, reward: -100, elapsed time: 0:00:29
Episode: 11/400, rounds: 151, epsilon: 0.9044, score: -164.7, reward: -100, elapsed time: 0:00:33
Episode: 12/400, rounds: 69, epsilon: 0.8953, score: -246.1, reward: -100, elapsed time: 0:00:36
Episode: 13/400, rounds: 83, epsilon: 0.8864, score: -504.8, reward: -100, elapsed time: 0:00:39
Episode: 14/400, rounds: 102, epsilon: 0.8775, score: -270.2, reward: -100, elapsed time: 0:00:42
Episode: 15/400, rounds: 70, epsilon: 0.8687, score: -443.3, reward: -100, elapsed time: 0:00:44
Episode: 16/400, rounds: 99, epsilon: 0.8601, score: -121.7, reward: -100, elapsed time: 0:00:48
Episode: 17/400, rounds: 104, epsilon: 0.8515, score: -263.5, reward: -100, elapsed time: 0:00:51
