Agent info:
	Batch size: 32
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 58, epsilon: 1.0, score: -132.0, reward: -100, elapsed time: 0:00:01
Episode: 2/400, rounds: 86, epsilon: 0.99, score: -320.9, reward: -100, elapsed time: 0:00:03
Episode: 3/400, rounds: 73, epsilon: 0.9801, score: -467.1, reward: -100, elapsed time: 0:00:06
Episode: 4/400, rounds: 107, epsilon: 0.9703, score: -704.7, reward: -100, elapsed time: 0:00:09
Episode: 5/400, rounds: 145, epsilon: 0.9606, score: -263.2, reward: -100, elapsed time: 0:00:13
Episode: 6/400, rounds: 58, epsilon: 0.951, score: -495.0, reward: -100, elapsed time: 0:00:14
Episode: 7/400, rounds: 86, epsilon: 0.9415, score: -524.1, reward: -100, elapsed time: 0:00:17
Episode: 8/400, rounds: 85, epsilon: 0.9321, score: -230.5, reward: -100, elapsed time: 0:00:20
Episode: 9/400, rounds: 110, epsilon: 0.9227, score: -516.6, reward: -100, elapsed time: 0:00:23
Episode: 10/400, rounds: 232, epsilon: 0.9135, score: -297.0, reward: -100, elapsed time: 0:00:29
Episode: 11/400, rounds: 85, epsilon: 0.9044, score: -295.1, reward: -100, elapsed time: 0:00:31
Episode: 12/400, rounds: 155, epsilon: 0.8953, score: -338.8, reward: -100, elapsed time: 0:00:35
Episode: 13/400, rounds: 408, epsilon: 0.8864, score: -110.5, reward: -100, elapsed time: 0:00:46
Episode: 14/400, rounds: 212, epsilon: 0.8775, score: -271.8, reward: -100, elapsed time: 0:00:52
Episode: 15/400, rounds: 108, epsilon: 0.8687, score: -261.5, reward: -100, elapsed time: 0:00:55
Episode: 16/400, rounds: 82, epsilon: 0.8601, score: -430.2, reward: -100, elapsed time: 0:00:57
Episode: 17/400, rounds: 105, epsilon: 0.8515, score: -248.8, reward: -100, elapsed time: 0:01:01
Episode: 18/400, rounds: 171, epsilon: 0.8429, score: -196.7, reward: -100, elapsed time: 0:01:05
Episode: 19/400, rounds: 168, epsilon: 0.8345, score: -443.9, reward: -100, elapsed time: 0:01:10
Episode: 20/400, rounds: 168, epsilon: 0.8262, score: -358.3, reward: -100, elapsed time: 0:01:15
Episode: 21/400, rounds: 145, epsilon: 0.8179, score: -218.5, reward: -100, elapsed time: 0:01:19
Episode: 22/400, rounds: 145, epsilon: 0.8097, score: -204.5, reward: -100, elapsed time: 0:01:23
Episode: 23/400, rounds: 125, epsilon: 0.8016, score: -195.5, reward: -100, elapsed time: 0:01:27
Episode: 24/400, rounds: 210, epsilon: 0.7936, score: -200.3, reward: -100, elapsed time: 0:01:33
Episode: 25/400, rounds: 283, epsilon: 0.7857, score: -550.4, reward: -100, elapsed time: 0:01:41
