Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Success Margin: -150
	Action Type: Complex Action
	Target model: True

Episode: 1/400, rounds: 499, epsilon: 1.0, score: -500.0, reward: -1.0, elapsed time: 0:00:10
Episode: 2/400, rounds: 499, epsilon: 0.99, score: -500.0, reward: -1.0, elapsed time: 0:00:24
Episode: 3/400, rounds: 499, epsilon: 0.9801, score: -500.0, reward: -1.0, elapsed time: 0:00:37
Episode: 4/400, rounds: 499, epsilon: 0.9703, score: -500.0, reward: -1.0, elapsed time: 0:00:52
Episode: 5/400, rounds: 499, epsilon: 0.9606, score: -500.0, reward: -1.0, elapsed time: 0:01:07
Episode: 6/400, rounds: 499, epsilon: 0.951, score: -500.0, reward: -1.0, elapsed time: 0:01:22
Episode: 7/400, rounds: 499, epsilon: 0.9415, score: -500.0, reward: -1.0, elapsed time: 0:01:37
Episode: 8/400, rounds: 499, epsilon: 0.9321, score: -500.0, reward: -1.0, elapsed time: 0:01:52
Episode: 9/400, rounds: 489, epsilon: 0.9227, score: -489.0, reward: 0.0, elapsed time: 0:02:07
Episode: 10/400, rounds: 499, epsilon: 0.9135, score: -500.0, reward: -1.0, elapsed time: 0:02:22
Episode: 11/400, rounds: 499, epsilon: 0.9044, score: -500.0, reward: -1.0, elapsed time: 0:02:38
Episode: 12/400, rounds: 499, epsilon: 0.8953, score: -500.0, reward: -1.0, elapsed time: 0:02:53
Episode: 13/400, rounds: 499, epsilon: 0.8864, score: -500.0, reward: -1.0, elapsed time: 0:03:08
Episode: 14/400, rounds: 347, epsilon: 0.8775, score: -347.0, reward: 0.0, elapsed time: 0:03:19
Episode: 15/400, rounds: 499, epsilon: 0.8687, score: -500.0, reward: -1.0, elapsed time: 0:03:34
Episode: 16/400, rounds: 401, epsilon: 0.8601, score: -401.0, reward: 0.0, elapsed time: 0:03:47
Episode: 17/400, rounds: 499, epsilon: 0.8515, score: -500.0, reward: -1.0, elapsed time: 0:04:02
Episode: 18/400, rounds: 499, epsilon: 0.8429, score: -500.0, reward: -1.0, elapsed time: 0:04:18
Episode: 19/400, rounds: 368, epsilon: 0.8345, score: -368.0, reward: 0.0, elapsed time: 0:04:30
Episode: 20/400, rounds: 341, epsilon: 0.8262, score: -341.0, reward: 0.0, elapsed time: 0:04:41
Episode: 21/400, rounds: 259, epsilon: 0.8179, score: -259.0, reward: 0.0, elapsed time: 0:04:50
Episode: 22/400, rounds: 484, epsilon: 0.8097, score: -484.0, reward: 0.0, elapsed time: 0:05:06
