Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 80, epsilon: 1.0, score: -175.9, reward: -100, elapsed time: 0:00:00
Episode: 2/400, rounds: 62, epsilon: 0.99, score: -420.4, reward: -100, elapsed time: 0:00:02
Episode: 3/400, rounds: 53, epsilon: 0.9801, score: -484.3, reward: -100, elapsed time: 0:00:04
Episode: 4/400, rounds: 98, epsilon: 0.9703, score: -655.9, reward: -100, elapsed time: 0:00:06
Episode: 5/400, rounds: 91, epsilon: 0.9606, score: -457.6, reward: -100, elapsed time: 0:00:09
Episode: 6/400, rounds: 59, epsilon: 0.951, score: -538.9, reward: -100, elapsed time: 0:00:12
Episode: 7/400, rounds: 54, epsilon: 0.9415, score: -534.0, reward: -100, elapsed time: 0:00:14
Episode: 8/400, rounds: 215, epsilon: 0.9321, score: -589.6, reward: -100, elapsed time: 0:00:20
Episode: 9/400, rounds: 77, epsilon: 0.9227, score: -241.5, reward: -100, elapsed time: 0:00:22
Episode: 10/400, rounds: 83, epsilon: 0.9135, score: -139.6, reward: -100, elapsed time: 0:00:25
Episode: 11/400, rounds: 148, epsilon: 0.9044, score: -162.5, reward: -100, elapsed time: 0:00:30
Episode: 12/400, rounds: 96, epsilon: 0.8953, score: -258.3, reward: -100, elapsed time: 0:00:33
Episode: 13/400, rounds: 97, epsilon: 0.8864, score: -506.9, reward: -100, elapsed time: 0:00:36
Episode: 14/400, rounds: 121, epsilon: 0.8775, score: -104.3, reward: -100, elapsed time: 0:00:40
Episode: 15/400, rounds: 86, epsilon: 0.8687, score: -134.6, reward: -100, elapsed time: 0:00:43
Episode: 16/400, rounds: 189, epsilon: 0.8601, score: -228.2, reward: -100, elapsed time: 0:00:49
Episode: 17/400, rounds: 215, epsilon: 0.8515, score: -149.8, reward: -100, elapsed time: 0:00:55
Episode: 18/400, rounds: 107, epsilon: 0.8429, score: -231.8, reward: -100, elapsed time: 0:00:59
Episode: 19/400, rounds: 103, epsilon: 0.8345, score: -93.18, reward: -100, elapsed time: 0:01:02
Episode: 20/400, rounds: 101, epsilon: 0.8262, score: -99.83, reward: -100, elapsed time: 0:01:06
Episode: 21/400, rounds: 107, epsilon: 0.8179, score: -109.7, reward: -100, elapsed time: 0:01:09
Episode: 22/400, rounds: 213, epsilon: 0.8097, score: -154.9, reward: -100, elapsed time: 0:01:16
Episode: 23/400, rounds: 68, epsilon: 0.8016, score: -128.0, reward: -100, elapsed time: 0:01:18
Episode: 24/400, rounds: 146, epsilon: 0.7936, score: -0.2843, reward: -100, elapsed time: 0:01:23
