Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 51, epsilon: 1.0, score: -118.9, reward: -100, elapsed time: 0:00:00
Episode: 2/400, rounds: 56, epsilon: 0.99, score: -14.35, reward: -100, elapsed time: 0:00:00
Episode: 3/400, rounds: 53, epsilon: 0.9801, score: -106.3, reward: -100, elapsed time: 0:00:02
Episode: 4/400, rounds: 78, epsilon: 0.9703, score: -496.3, reward: -100, elapsed time: 0:00:04
Episode: 5/400, rounds: 59, epsilon: 0.9606, score: -449.1, reward: -100, elapsed time: 0:00:06
Episode: 6/400, rounds: 55, epsilon: 0.951, score: -133.5, reward: -100, elapsed time: 0:00:08
Episode: 7/400, rounds: 79, epsilon: 0.9415, score: -372.3, reward: -100, elapsed time: 0:00:11
Episode: 8/400, rounds: 53, epsilon: 0.9321, score: -117.1, reward: -100, elapsed time: 0:00:13
Episode: 9/400, rounds: 71, epsilon: 0.9227, score: -518.7, reward: -100, elapsed time: 0:00:15
Episode: 10/400, rounds: 121, epsilon: 0.9135, score: -298.4, reward: -100, elapsed time: 0:00:19
Episode: 11/400, rounds: 57, epsilon: 0.9044, score: -98.95, reward: -100, elapsed time: 0:00:21
Episode: 12/400, rounds: 58, epsilon: 0.8953, score: -123.0, reward: -100, elapsed time: 0:00:24
Episode: 13/400, rounds: 127, epsilon: 0.8864, score: -275.6, reward: -100, elapsed time: 0:00:28
Episode: 14/400, rounds: 86, epsilon: 0.8775, score: -95.74, reward: -100, elapsed time: 0:00:31
Episode: 15/400, rounds: 139, epsilon: 0.8687, score: -211.6, reward: -100, elapsed time: 0:00:35
Episode: 16/400, rounds: 89, epsilon: 0.8601, score: -126.3, reward: -100, elapsed time: 0:00:38
Episode: 17/400, rounds: 145, epsilon: 0.8515, score: -125.4, reward: -100, elapsed time: 0:00:43
Episode: 18/400, rounds: 121, epsilon: 0.8429, score: -227.4, reward: -100, elapsed time: 0:00:47
Episode: 19/400, rounds: 125, epsilon: 0.8345, score: -153.3, reward: -100, elapsed time: 0:00:52
Episode: 20/400, rounds: 128, epsilon: 0.8262, score: -245.9, reward: -100, elapsed time: 0:00:56
Episode: 21/400, rounds: 75, epsilon: 0.8179, score: -183.4, reward: -100, elapsed time: 0:00:59
Episode: 22/400, rounds: 352, epsilon: 0.8097, score: 195.4, reward: 100, elapsed time: 0:01:10
Episode: 23/400, rounds: 85, epsilon: 0.8016, score: -52.04, reward: -100, elapsed time: 0:01:13
Episode: 24/400, rounds: 183, epsilon: 0.7936, score: 40.18, reward: -100, elapsed time: 0:01:20
Episode: 25/400, rounds: 128, epsilon: 0.7857, score: -27.98, reward: -100, elapsed time: 0:01:24
Episode: 26/400, rounds: 93, epsilon: 0.7778, score: -179.8, reward: -100, elapsed time: 0:01:29
