Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 85, epsilon: 1.0, score: -176.4, reward: -100, elapsed time: 0:00:00
Episode: 2/400, rounds: 90, epsilon: 0.99, score: -136.1, reward: -100, elapsed time: 0:00:02
Episode: 3/400, rounds: 105, epsilon: 0.9801, score: -435.3, reward: -100, elapsed time: 0:00:05
Episode: 4/400, rounds: 108, epsilon: 0.9703, score: -304.6, reward: -100, elapsed time: 0:00:08
Episode: 5/400, rounds: 82, epsilon: 0.9606, score: -564.1, reward: -100, elapsed time: 0:00:11
Episode: 6/400, rounds: 60, epsilon: 0.951, score: -59.08, reward: -100, elapsed time: 0:00:13
Episode: 7/400, rounds: 106, epsilon: 0.9415, score: -265.6, reward: -100, elapsed time: 0:00:17
Episode: 8/400, rounds: 139, epsilon: 0.9321, score: -147.4, reward: -100, elapsed time: 0:00:21
Episode: 9/400, rounds: 142, epsilon: 0.9227, score: -215.2, reward: -100, elapsed time: 0:00:25
Episode: 10/400, rounds: 134, epsilon: 0.9135, score: -109.5, reward: -100, elapsed time: 0:00:29
Episode: 11/400, rounds: 84, epsilon: 0.9044, score: -242.2, reward: -100, elapsed time: 0:00:32
Episode: 12/400, rounds: 206, epsilon: 0.8953, score: -152.9, reward: -100, elapsed time: 0:00:38
Episode: 13/400, rounds: 95, epsilon: 0.8864, score: 32.38, reward: -100, elapsed time: 0:00:42
Episode: 14/400, rounds: 91, epsilon: 0.8775, score: -44.83, reward: -100, elapsed time: 0:00:45
Episode: 15/400, rounds: 253, epsilon: 0.8687, score: -380.9, reward: -100, elapsed time: 0:00:52
Episode: 16/400, rounds: 54, epsilon: 0.8601, score: -255.0, reward: -100, elapsed time: 0:00:54
Episode: 17/400, rounds: 71, epsilon: 0.8515, score: -245.6, reward: -100, elapsed time: 0:00:57
Episode: 18/400, rounds: 74, epsilon: 0.8429, score: -152.9, reward: -100, elapsed time: 0:00:59
Episode: 19/400, rounds: 228, epsilon: 0.8345, score: -174.3, reward: -100, elapsed time: 0:01:07
Episode: 20/400, rounds: 117, epsilon: 0.8262, score: -155.8, reward: -100, elapsed time: 0:01:11
Episode: 21/400, rounds: 124, epsilon: 0.8179, score: -504.1, reward: -100, elapsed time: 0:01:15
Episode: 22/400, rounds: 270, epsilon: 0.8097, score: -367.2, reward: -100, elapsed time: 0:01:23
Episode: 23/400, rounds: 161, epsilon: 0.8016, score: -227.5, reward: -100, elapsed time: 0:01:28
Episode: 24/400, rounds: 184, epsilon: 0.7936, score: -217.5, reward: -100, elapsed time: 0:01:34
Episode: 25/400, rounds: 155, epsilon: 0.7857, score: -183.1, reward: -100, elapsed time: 0:01:39
Episode: 26/400, rounds: 400, epsilon: 0.7778, score: -123.6, reward: -100, elapsed time: 0:01:52
Episode: 27/400, rounds: 310, epsilon: 0.77, score: -195.5, reward: -100, elapsed time: 0:02:01
Episode: 28/400, rounds: 265, epsilon: 0.7623, score: -31.88, reward: -100, elapsed time: 0:02:10
Episode: 29/400, rounds: 377, epsilon: 0.7547, score: -63.89, reward: -100, elapsed time: 0:02:21
Episode: 30/400, rounds: 305, epsilon: 0.7472, score: -145.0, reward: -100, elapsed time: 0:02:30
Episode: 31/400, rounds: 125, epsilon: 0.7397, score: -213.6, reward: -100, elapsed time: 0:02:34
Episode: 32/400, rounds: 999, epsilon: 0.7323, score: -26.17, reward: 1.833400008636812, elapsed time: 0:03:04
Episode: 33/400, rounds: 88, epsilon: 0.725, score: -147.2, reward: -100, elapsed time: 0:03:07
Episode: 34/400, rounds: 611, epsilon: 0.7177, score: -45.17, reward: -100, elapsed time: 0:03:25
Episode: 35/400, rounds: 555, epsilon: 0.7106, score: -79.23, reward: -100, elapsed time: 0:03:42
Episode: 36/400, rounds: 780, epsilon: 0.7034, score: -80.36, reward: -100, elapsed time: 0:04:06
Episode: 37/400, rounds: 689, epsilon: 0.6964, score: -56.31, reward: -100, elapsed time: 0:04:27
Episode: 38/400, rounds: 370, epsilon: 0.6894, score: -19.96, reward: -100, elapsed time: 0:04:38
Episode: 39/400, rounds: 331, epsilon: 0.6826, score: -11.41, reward: -100, elapsed time: 0:04:49
Episode: 40/400, rounds: 234, epsilon: 0.6757, score: -136.0, reward: -100, elapsed time: 0:04:56
Episode: 41/400, rounds: 999, epsilon: 0.669, score: -24.65, reward: 1.0035446534172223, elapsed time: 0:05:26
Episode: 42/400, rounds: 999, epsilon: 0.6623, score: -57.38, reward: -6.147618576123551, elapsed time: 0:05:57
Episode: 43/400, rounds: 592, epsilon: 0.6557, score: -52.84, reward: -100, elapsed time: 0:06:16
Episode: 44/400, rounds: 999, epsilon: 0.6491, score: -18.0, reward: 3.391133299512782, elapsed time: 0:06:47
Episode: 45/400, rounds: 482, epsilon: 0.6426, score: -60.69, reward: -100, elapsed time: 0:07:02
Episode: 46/400, rounds: 999, epsilon: 0.6362, score: -70.8, reward: -4.373142061653456, elapsed time: 0:07:33
Episode: 47/400, rounds: 140, epsilon: 0.6298, score: -114.2, reward: -100, elapsed time: 0:07:38
Episode: 48/400, rounds: 999, epsilon: 0.6235, score: 21.21, reward: 0.4964176457554473, elapsed time: 0:08:09
Episode: 49/400, rounds: 999, epsilon: 0.6173, score: -10.06, reward: -10.054847454495377, elapsed time: 0:08:41
Episode: 50/400, rounds: 999, epsilon: 0.6111, score: -36.63, reward: -0.4780501327320792, elapsed time: 0:09:14
