Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Replay: 002
	Success Margin: -150
	Action Type: Simple Action

Episode: 1/400, rounds: 73, epsilon: 1.0, score: -173.5, reward: -100, elapsed time: 0:00:00
Episode: 2/400, rounds: 53, epsilon: 0.99, score: -84.26, reward: -100, elapsed time: 0:00:01
Episode: 3/400, rounds: 125, epsilon: 0.9801, score: -238.8, reward: -100, elapsed time: 0:00:04
Episode: 4/400, rounds: 81, epsilon: 0.9703, score: -568.4, reward: -100, elapsed time: 0:00:07
Episode: 5/400, rounds: 56, epsilon: 0.9606, score: -119.7, reward: -100, elapsed time: 0:00:09
Episode: 6/400, rounds: 72, epsilon: 0.951, score: -162.5, reward: -100, elapsed time: 0:00:12
Episode: 7/400, rounds: 69, epsilon: 0.9415, score: -158.1, reward: -100, elapsed time: 0:00:15
Episode: 8/400, rounds: 88, epsilon: 0.9321, score: -97.11, reward: -100, elapsed time: 0:00:18
Episode: 9/400, rounds: 64, epsilon: 0.9227, score: -176.3, reward: -100, elapsed time: 0:00:21
Episode: 10/400, rounds: 54, epsilon: 0.9135, score: -94.76, reward: -100, elapsed time: 0:00:23
Episode: 11/400, rounds: 68, epsilon: 0.9044, score: -123.1, reward: -100, elapsed time: 0:00:25
Episode: 12/400, rounds: 75, epsilon: 0.8953, score: -560.4, reward: -100, elapsed time: 0:00:28
Episode: 13/400, rounds: 96, epsilon: 0.8864, score: -499.3, reward: -100, elapsed time: 0:00:31
Episode: 14/400, rounds: 72, epsilon: 0.8775, score: -136.9, reward: -100, elapsed time: 0:00:34
Episode: 15/400, rounds: 85, epsilon: 0.8687, score: -160.2, reward: -100, elapsed time: 0:00:37
Episode: 16/400, rounds: 87, epsilon: 0.8601, score: -201.7, reward: -100, elapsed time: 0:00:40
Episode: 17/400, rounds: 70, epsilon: 0.8515, score: -217.5, reward: -100, elapsed time: 0:00:42
Episode: 18/400, rounds: 79, epsilon: 0.8429, score: -303.0, reward: -100, elapsed time: 0:00:45
Episode: 19/400, rounds: 70, epsilon: 0.8345, score: -99.45, reward: -100, elapsed time: 0:00:48
Episode: 20/400, rounds: 103, epsilon: 0.8262, score: 5.5, reward: -100, elapsed time: 0:00:51
Episode: 21/400, rounds: 199, epsilon: 0.8179, score: -135.5, reward: -100, elapsed time: 0:00:57
Episode: 22/400, rounds: 120, epsilon: 0.8097, score: -104.5, reward: -100, elapsed time: 0:01:01
Episode: 23/400, rounds: 438, epsilon: 0.8016, score: -281.7, reward: -100, elapsed time: 0:01:15
Episode: 24/400, rounds: 285, epsilon: 0.7936, score: -156.9, reward: -100, elapsed time: 0:01:23
Episode: 25/400, rounds: 329, epsilon: 0.7857, score: -6.364, reward: -100, elapsed time: 0:01:32
Episode: 26/400, rounds: 272, epsilon: 0.7778, score: -107.5, reward: -100, elapsed time: 0:01:40
Episode: 27/400, rounds: 129, epsilon: 0.77, score: -96.25, reward: -100, elapsed time: 0:01:44
Episode: 28/400, rounds: 388, epsilon: 0.7623, score: -70.71, reward: -100, elapsed time: 0:01:56
Episode: 29/400, rounds: 165, epsilon: 0.7547, score: -27.4, reward: -100, elapsed time: 0:02:01
Episode: 30/400, rounds: 264, epsilon: 0.7472, score: -78.63, reward: -100, elapsed time: 0:02:09
Episode: 31/400, rounds: 141, epsilon: 0.7397, score: -59.16, reward: -100, elapsed time: 0:02:14
Episode: 32/400, rounds: 199, epsilon: 0.7323, score: -32.37, reward: -100, elapsed time: 0:02:20
Episode: 33/400, rounds: 232, epsilon: 0.725, score: -11.32, reward: -100, elapsed time: 0:02:27
Episode: 34/400, rounds: 196, epsilon: 0.7177, score: -8.814, reward: -100, elapsed time: 0:02:33
Episode: 35/400, rounds: 192, epsilon: 0.7106, score: -42.64, reward: -100, elapsed time: 0:02:40
Episode: 36/400, rounds: 185, epsilon: 0.7034, score: -28.16, reward: -100, elapsed time: 0:02:46
Episode: 37/400, rounds: 130, epsilon: 0.6964, score: -18.01, reward: -100, elapsed time: 0:02:50
Episode: 38/400, rounds: 283, epsilon: 0.6894, score: -35.59, reward: -100, elapsed time: 0:03:00
Episode: 39/400, rounds: 151, epsilon: 0.6826, score: 19.24, reward: -100, elapsed time: 0:03:05
Episode: 40/400, rounds: 520, epsilon: 0.6757, score: -47.33, reward: -100, elapsed time: 0:03:22
Episode: 41/400, rounds: 152, epsilon: 0.669, score: 13.27, reward: -100, elapsed time: 0:03:27
Episode: 42/400, rounds: 228, epsilon: 0.6623, score: 19.87, reward: -100, elapsed time: 0:03:34
Episode: 43/400, rounds: 120, epsilon: 0.6557, score: -2.431, reward: -100, elapsed time: 0:03:38
Episode: 44/400, rounds: 502, epsilon: 0.6491, score: -172.1, reward: -100, elapsed time: 0:03:54
Episode: 45/400, rounds: 249, epsilon: 0.6426, score: -33.71, reward: -100, elapsed time: 0:04:01
Episode: 46/400, rounds: 103, epsilon: 0.6362, score: -21.3, reward: -100, elapsed time: 0:04:05
Episode: 47/400, rounds: 248, epsilon: 0.6298, score: -15.39, reward: -100, elapsed time: 0:04:13
Episode: 48/400, rounds: 219, epsilon: 0.6235, score: -15.61, reward: -100, elapsed time: 0:04:20
Episode: 49/400, rounds: 251, epsilon: 0.6173, score: -18.17, reward: -100, elapsed time: 0:04:28
Episode: 50/400, rounds: 141, epsilon: 0.6111, score: 10.58, reward: -100, elapsed time: 0:04:33
Episode: 51/400, rounds: 426, epsilon: 0.605, score: -17.56, reward: -100, elapsed time: 0:04:47
Episode: 52/400, rounds: 305, epsilon: 0.599, score: -4.316, reward: -100, elapsed time: 0:04:57
Episode: 53/400, rounds: 999, epsilon: 0.593, score: 2.158, reward: -2.118959994076127, elapsed time: 0:05:29
Episode: 54/400, rounds: 999, epsilon: 0.587, score: 9.9, reward: -2.199590648360572, elapsed time: 0:06:00
Episode: 55/400, rounds: 999, epsilon: 0.5812, score: -39.82, reward: -2.4258350899915575, elapsed time: 0:06:33
Episode: 56/400, rounds: 248, epsilon: 0.5754, score: -58.24, reward: -100, elapsed time: 0:06:41
Episode: 57/400, rounds: 281, epsilon: 0.5696, score: 179.6, reward: 100, elapsed time: 0:06:51
Episode: 58/400, rounds: 460, epsilon: 0.5639, score: -15.57, reward: -100, elapsed time: 0:07:05
Episode: 59/400, rounds: 344, epsilon: 0.5583, score: 218.0, reward: 100, elapsed time: 0:07:17
Episode: 60/400, rounds: 484, epsilon: 0.5527, score: 217.2, reward: 100, elapsed time: 0:07:32
Episode: 61/400, rounds: 211, epsilon: 0.5472, score: 246.5, reward: 100, elapsed time: 0:07:39
Episode: 62/400, rounds: 318, epsilon: 0.5417, score: 12.39, reward: -100, elapsed time: 0:07:50
Episode: 63/400, rounds: 129, epsilon: 0.5363, score: -151.6, reward: -100, elapsed time: 0:07:55
Episode: 64/400, rounds: 235, epsilon: 0.5309, score: 237.0, reward: 100, elapsed time: 0:08:03
Episode: 65/400, rounds: 999, epsilon: 0.5256, score: 9.755, reward: 1.1544923706128785, elapsed time: 0:08:36
Episode: 66/400, rounds: 612, epsilon: 0.5203, score: -73.28, reward: -100, elapsed time: 0:08:56
Episode: 67/400, rounds: 200, epsilon: 0.5151, score: -29.18, reward: -100, elapsed time: 0:09:03
Episode: 68/400, rounds: 378, epsilon: 0.51, score: -64.01, reward: -100, elapsed time: 0:09:16
Episode: 69/400, rounds: 659, epsilon: 0.5049, score: -158.4, reward: -100, elapsed time: 0:09:38
Episode: 70/400, rounds: 501, epsilon: 0.4998, score: -91.83, reward: -100, elapsed time: 0:09:55
Episode: 71/400, rounds: 548, epsilon: 0.4948, score: 217.4, reward: 100, elapsed time: 0:10:13
Episode: 72/400, rounds: 999, epsilon: 0.4899, score: -41.86, reward: 0.30953431857703717, elapsed time: 0:10:46
Episode: 73/400, rounds: 274, epsilon: 0.485, score: 9.354, reward: -100, elapsed time: 0:10:55
Episode: 74/400, rounds: 533, epsilon: 0.4801, score: 260.2, reward: 100, elapsed time: 0:11:14
Episode: 75/400, rounds: 999, epsilon: 0.4753, score: 11.57, reward: -0.22587293093518496, elapsed time: 0:11:48
Episode: 76/400, rounds: 389, epsilon: 0.4706, score: 225.8, reward: 100, elapsed time: 0:12:01
Episode: 77/400, rounds: 806, epsilon: 0.4659, score: 157.1, reward: 100, elapsed time: 0:12:29
Episode: 78/400, rounds: 622, epsilon: 0.4612, score: 236.7, reward: 100, elapsed time: 0:12:50
Episode: 79/400, rounds: 924, epsilon: 0.4566, score: 111.1, reward: 100, elapsed time: 0:13:21
Episode: 80/400, rounds: 999, epsilon: 0.452, score: 55.58, reward: -0.42535259144848214, elapsed time: 0:13:55
Episode: 81/400, rounds: 532, epsilon: 0.4475, score: -294.9, reward: -100, elapsed time: 0:14:14
Episode: 82/400, rounds: 86, epsilon: 0.443, score: -70.85, reward: -100, elapsed time: 0:14:17
Episode: 83/400, rounds: 999, epsilon: 0.4386, score: -63.77, reward: 1.1209557116202238, elapsed time: 0:14:52
Episode: 84/400, rounds: 64, epsilon: 0.4342, score: -59.99, reward: -100, elapsed time: 0:14:55
Episode: 85/400, rounds: 130, epsilon: 0.4299, score: -213.1, reward: -100, elapsed time: 0:15:00
Episode: 86/400, rounds: 81, epsilon: 0.4256, score: -73.84, reward: -100, elapsed time: 0:15:03
Episode: 87/400, rounds: 94, epsilon: 0.4213, score: -12.27, reward: -100, elapsed time: 0:15:07
Episode: 88/400, rounds: 120, epsilon: 0.4171, score: 30.64, reward: -100, elapsed time: 0:15:11
Episode: 89/400, rounds: 107, epsilon: 0.4129, score: -121.6, reward: -100, elapsed time: 0:15:16
Episode: 90/400, rounds: 77, epsilon: 0.4088, score: -177.7, reward: -100, elapsed time: 0:15:19
Episode: 91/400, rounds: 101, epsilon: 0.4047, score: 23.35, reward: -100, elapsed time: 0:15:23
Episode: 92/400, rounds: 146, epsilon: 0.4007, score: -64.96, reward: -100, elapsed time: 0:15:29
Episode: 93/400, rounds: 999, epsilon: 0.3967, score: -53.55, reward: -0.014304397183070694, elapsed time: 0:16:03
Episode: 94/400, rounds: 999, epsilon: 0.3927, score: 3.959, reward: 1.3182759976766054, elapsed time: 0:16:38
Episode: 95/400, rounds: 999, epsilon: 0.3888, score: -60.33, reward: 1.6862118364876977, elapsed time: 0:17:13
Episode: 96/400, rounds: 70, epsilon: 0.3849, score: -94.61, reward: -100, elapsed time: 0:17:16
Episode: 97/400, rounds: 55, epsilon: 0.381, score: -84.22, reward: -100, elapsed time: 0:17:19
Episode: 98/400, rounds: 56, epsilon: 0.3772, score: -87.74, reward: -100, elapsed time: 0:17:21
Episode: 99/400, rounds: 56, epsilon: 0.3735, score: -108.6, reward: -100, elapsed time: 0:17:24
Episode: 100/400, rounds: 801, epsilon: 0.3697, score: 165.2, reward: 100, elapsed time: 0:17:53
Episode: 101/400, rounds: 82, epsilon: 0.366, score: -74.64, reward: -100, elapsed time: 0:17:56
Episode: 102/400, rounds: 999, epsilon: 0.3624, score: -81.22, reward: -2.4042039840351763, elapsed time: 0:18:32
Episode: 103/400, rounds: 552, epsilon: 0.3587, score: 220.6, reward: 100, elapsed time: 0:18:52
Episode: 104/400, rounds: 230, epsilon: 0.3552, score: 271.7, reward: 100, elapsed time: 0:19:01
Episode: 105/400, rounds: 82, epsilon: 0.3516, score: -82.92, reward: -100, elapsed time: 0:19:04
Episode: 106/400, rounds: 999, epsilon: 0.3481, score: -31.3, reward: 4.492606274844445, elapsed time: 0:19:40
Episode: 107/400, rounds: 999, epsilon: 0.3446, score: -77.95, reward: 0.33592217736769325, elapsed time: 0:20:16
Episode: 108/400, rounds: 122, epsilon: 0.3412, score: -26.63, reward: -100, elapsed time: 0:20:21
Episode: 109/400, rounds: 94, epsilon: 0.3378, score: -41.49, reward: -100, elapsed time: 0:20:25
Episode: 110/400, rounds: 79, epsilon: 0.3344, score: -5.423, reward: -100, elapsed time: 0:20:28
Episode: 111/400, rounds: 514, epsilon: 0.331, score: -84.34, reward: -100, elapsed time: 0:20:47
Episode: 112/400, rounds: 62, epsilon: 0.3277, score: -35.21, reward: -100, elapsed time: 0:20:50
