Agent info:
	Batch size: 128
	Epoch(s): 1
	Memory length: None
	Gamma: 0.99
	Epsilon decay: 0.99
	Success Margin: -150
	Action Type: Complex Action
	Target model: False

Episode: 1/400, rounds: 499, epsilon: 1.0, score: -500.0, reward: -1.0, elapsed time: 0:00:09
Episode: 2/400, rounds: 499, epsilon: 0.99, score: -500.0, reward: -1.0, elapsed time: 0:00:22
Episode: 3/400, rounds: 499, epsilon: 0.9801, score: -500.0, reward: -1.0, elapsed time: 0:00:35
Episode: 4/400, rounds: 499, epsilon: 0.9703, score: -500.0, reward: -1.0, elapsed time: 0:00:47
Episode: 5/400, rounds: 488, epsilon: 0.9606, score: -488.0, reward: 0.0, elapsed time: 0:01:00
Episode: 6/400, rounds: 499, epsilon: 0.951, score: -500.0, reward: -1.0, elapsed time: 0:01:12
Episode: 7/400, rounds: 499, epsilon: 0.9415, score: -500.0, reward: -1.0, elapsed time: 0:01:25
Episode: 8/400, rounds: 499, epsilon: 0.9321, score: -500.0, reward: -1.0, elapsed time: 0:01:38
Episode: 9/400, rounds: 496, epsilon: 0.9227, score: -496.0, reward: 0.0, elapsed time: 0:01:51
Episode: 10/400, rounds: 499, epsilon: 0.9135, score: -500.0, reward: -1.0, elapsed time: 0:02:04
Episode: 11/400, rounds: 499, epsilon: 0.9044, score: -500.0, reward: -1.0, elapsed time: 0:02:17
Episode: 12/400, rounds: 499, epsilon: 0.8953, score: -500.0, reward: -1.0, elapsed time: 0:02:31
Episode: 13/400, rounds: 445, epsilon: 0.8864, score: -445.0, reward: 0.0, elapsed time: 0:02:43
Episode: 14/400, rounds: 324, epsilon: 0.8775, score: -324.0, reward: 0.0, elapsed time: 0:02:52
Episode: 15/400, rounds: 317, epsilon: 0.8687, score: -317.0, reward: 0.0, elapsed time: 0:03:01
Episode: 16/400, rounds: 474, epsilon: 0.8601, score: -474.0, reward: 0.0, elapsed time: 0:03:14
Episode: 17/400, rounds: 444, epsilon: 0.8515, score: -444.0, reward: 0.0, elapsed time: 0:03:26
Episode: 18/400, rounds: 499, epsilon: 0.8429, score: -500.0, reward: -1.0, elapsed time: 0:03:39
Episode: 19/400, rounds: 337, epsilon: 0.8345, score: -337.0, reward: 0.0, elapsed time: 0:03:49
Episode: 20/400, rounds: 308, epsilon: 0.8262, score: -308.0, reward: 0.0, elapsed time: 0:03:58
Episode: 21/400, rounds: 333, epsilon: 0.8179, score: -333.0, reward: 0.0, elapsed time: 0:04:07
Episode: 22/400, rounds: 272, epsilon: 0.8097, score: -272.0, reward: 0.0, elapsed time: 0:04:15
Episode: 23/400, rounds: 243, epsilon: 0.8016, score: -243.0, reward: 0.0, elapsed time: 0:04:22
Episode: 24/400, rounds: 271, epsilon: 0.7936, score: -271.0, reward: 0.0, elapsed time: 0:04:31
Episode: 25/400, rounds: 321, epsilon: 0.7857, score: -321.0, reward: 0.0, elapsed time: 0:04:40
Episode: 26/400, rounds: 351, epsilon: 0.7778, score: -351.0, reward: 0.0, elapsed time: 0:04:50
